Product_ID,Category,Sub_Category,Brand,Product_Name,Supplier_ID,Status,Hazard_Class,Publisher
PRUS01357,Electronics,Laptops,Dell,Dell Model 777,SUS03064,Active,Restricted,CRM
PRUS01358,Electronics,Laptops,HP,HP Model 478,SUS02706,Active,Restricted,Web
PRUS01359,Appliances,Refrigerators,Whirlpool,Whirlpool Model 873,SUS09128,Active,Restricted,Web
PRUS01360,Appliances,Refrigerators,GE,GE Model 526,SUS02571,Active,Restricted,Web
PRUS01361,Electronics,Laptops,Dell,Dell Model 301,SUS02796,Active,Restricted,Web
PRUS01362,Electronics,Smartphones,Samsung,Samsung Model 396,SUS06848,Active,Restricted,Web
PRUS01363,Appliances,Refrigerators,Whirlpool,Whirlpool Model 596,SUS07095,Active,Restricted,Web
PRUS01364,Electronics,Laptops,HP,HP Model 345,SUS03142,Active,Restricted,ERP
PRUS01365,Appliances,Refrigerators,Whirlpool,Whirlpool Model 155,SUS03861,Active,Restricted,CRM
PRUS01366,Appliances,Refrigerators,LG,LG Model 732,SUS05436,Active,Restricted,ERP
PRUS01367,Electronics,Smartphones,Google,Google Model 544,SUS05439,Active,Restricted,Web
PRUS01368,Appliances,Washing Machines,LG,LG Model 739,SUS06056,Active,Restricted,Web
PRUS01369,Electronics,Laptops,Lenovo,Lenovo Model 913,SUS02550,Active,Restricted,Web
PRUS01370,Appliances,Washing Machines,LG,LG Model 145,SUS07574,Active,Restricted,CRM
PRUS01371,Electronics,Smartphones,Google,Google Model 212,SUS02945,Active,Restricted,ERP
PRUS01372,Appliances,Refrigerators,Whirlpool,Whirlpool Model 974,SUS03642,Active,Restricted,ERP
PRUS01373,Electronics,Smartphones,Apple,Apple Model 292,SUS02415,Active,Restricted,Web
PRUS01374,Electronics,Laptops,Dell,Dell Model 675,SUS08725,Active,Restricted,CRM
PRUS01375,Electronics,Laptops,Dell,Dell Model 493,SUS03595,Active,Restricted,CRM
PRUS01376,Appliances,Washing Machines,LG,LG Model 405,SUS09666,Active,Restricted,ERP
PRUS01377,Electronics,Laptops,HP,HP Model 656,SUS05346,Active,Restricted,Web
PRUS01378,Appliances,Refrigerators,LG,LG Model 643,SUS07885,Active,Restricted,Web
PRUS01379,Electronics,Laptops,Lenovo,Lenovo Model 191,SUS02475,Active,Restricted,ERP
PRUS01380,Electronics,Laptops,Dell,Dell Model 960,SUS00216,Active,Restricted,Web
PRUS01381,Appliances,Refrigerators,Whirlpool,Whirlpool Model 576,SUS02025,Active,Restricted,ERP
PRUS01382,Electronics,Smartphones,Google,Google Model 633,SUS01585,Active,Restricted,CRM
PRUS01383,Electronics,Laptops,Lenovo,Lenovo Model 635,SUS04341,Active,Restricted,Web
PRUS01384,Electronics,Laptops,Dell,Dell Model 710,SUS06542,Active,Restricted,Web
PRUS01385,Electronics,Smartphones,Samsung,Samsung Model 156,SUS02188,Active,Restricted,CRM
PRUS01386,Electronics,Smartphones,Apple,Apple Model 985,SUS05722,Active,Restricted,CRM
PRUS01387,Appliances,Refrigerators,Whirlpool,Whirlpool Model 309,SUS08122,Active,Restricted,CRM
PRUS01388,Appliances,Washing Machines,Whirlpool,Whirlpool Model 109,SUS08360,Active,Restricted,ERP
PRUS01389,Electronics,Laptops,Dell,Dell Model 891,SUS05760,Active,Restricted,CRM
PRUS01390,Appliances,Refrigerators,LG,LG Model 134,SUS09961,Active,Restricted,CRM
PRUS01391,Electronics,Laptops,Lenovo,Lenovo Model 209,SUS09750,Active,Restricted,Web
PRUS01392,Appliances,Washing Machines,Maytag,Maytag Model 285,SUS02736,Active,Restricted,Web
PRUS01393,Electronics,Smartphones,Samsung,Samsung Model 670,SUS08116,Active,Restricted,ERP
PRUS01394,Appliances,Refrigerators,Whirlpool,Whirlpool Model 759,SUS00932,Active,Restricted,ERP
PRUS01395,Appliances,Washing Machines,Whirlpool,Whirlpool Model 390,SUS07654,Active,Restricted,CRM
PRUS01396,Appliances,Refrigerators,GE,GE Model 435,SUS09179,Active,Restricted,CRM
PRUS01397,Appliances,Washing Machines,Maytag,Maytag Model 485,SUS08615,Active,Lithium-Ion,Web
PRUS01398,Electronics,Smartphones,Google,Google Model 797,SUS07832,Active,Lithium-Ion,Web
PRUS01399,Appliances,Refrigerators,Whirlpool,Whirlpool Model 654,SUS05043,Active,Lithium-Ion,Web
PRUS01400,Appliances,Washing Machines,Whirlpool,Whirlpool Model 313,SUS05326,Active,Lithium-Ion,CRM
PRUS01401,Electronics,Laptops,Dell,Dell Model 923,SUS04265,Active,Lithium-Ion,CRM
PRUS01402,Appliances,Washing Machines,LG,LG Model 501,SUS08936,Active,Lithium-Ion,ERP
PRUS01403,Electronics,Laptops,Dell,Dell Model 827,SUS07372,Active,Lithium-Ion,Web
PRUS01404,Electronics,Smartphones,Google,Google Model 523,SUS00907,Active,Lithium-Ion,ERP
PRUS01405,Appliances,Refrigerators,Whirlpool,Whirlpool Model 653,SUS02053,Active,Lithium-Ion,ERP
PRUS01406,Electronics,Smartphones,Google,Google Model 304,SUS03211,Active,Lithium-Ion,Web
PRUS01407,Electronics,Laptops,Dell,Dell Model 697,SUS00378,Active,Lithium-Ion,CRM
PRUS01408,Electronics,Smartphones,Google,Google Model 749,SUS06354,Active,Lithium-Ion,Web
PRUS01409,Electronics,Smartphones,Samsung,Samsung Model 253,SUS09237,Active,Lithium-Ion,CRM
PRUS01410,Electronics,Laptops,Dell,Dell Model 901,SUS09799,Active,Lithium-Ion,ERP
PRUS01411,Appliances,Refrigerators,Whirlpool,Whirlpool Model 331,SUS04569,Active,Lithium-Ion,ERP
PRUS01412,Electronics,Smartphones,Samsung,Samsung Model 330,SUS00725,Active,Lithium-Ion,Web
PRUS01413,Electronics,Smartphones,Samsung,Samsung Model 722,SUS09121,Active,Lithium-Ion,CRM
PRUS01414,Electronics,Laptops,Dell,Dell Model 548,SUS09835,Active,Lithium-Ion,ERP
PRUS01415,Appliances,Washing Machines,Whirlpool,Whirlpool Model 415,SUS08067,Active,Lithium-Ion,ERP
PRUS01416,Electronics,Smartphones,Samsung,Samsung Model 636,SUS09820,Active,Lithium-Ion,ERP
PRUS01417,Electronics,Smartphones,Google,Google Model 723,SUS02814,Active,Lithium-Ion,ERP
PRUS01418,Electronics,Laptops,Dell,Dell Model 638,SUS09437,Active,Lithium-Ion,CRM
PRUS01419,Appliances,Refrigerators,LG,LG Model 550,SUS01225,Active,Lithium-Ion,ERP
PRUS01420,Electronics,Smartphones,Samsung,Samsung Model 901,SUS06772,Active,Lithium-Ion,ERP
PRUS01421,Appliances,Washing Machines,Whirlpool,Whirlpool Model 246,SUS04374,Active,Lithium-Ion,Web
PRUS01422,Appliances,Refrigerators,GE,GE Model 781,SUS07842,Active,Lithium-Ion,CRM
PRUS01423,Electronics,Smartphones,Samsung,Samsung Model 436,SUS03873,Active,Lithium-Ion,Web
PRUS01424,Electronics,Smartphones,Apple,Apple Model 197,SUS05651,Active,Lithium-Ion,Web
PRUS01425,Appliances,Refrigerators,GE,GE Model 107,SUS07385,Active,Lithium-Ion,CRM
PRUS01426,Appliances,Refrigerators,Whirlpool,Whirlpool Model 438,SUS08648,Active,Lithium-Ion,ERP
PRUS01427,Electronics,Smartphones,Apple,Apple Model 787,SUS00535,Active,Lithium-Ion,ERP
PRUS01428,Electronics,Smartphones,Samsung,Samsung Model 555,SUS04624,Active,Lithium-Ion,CRM
PRUS01429,Appliances,Refrigerators,GE,GE Model 444,SUS01643,Active,Lithium-Ion,CRM
PRUS01430,Appliances,Washing Machines,Maytag,Maytag Model 648,SUS03018,Active,Lithium-Ion,ERP
PRUS01431,Electronics,Smartphones,Apple,Apple Model 189,SUS05888,Active,Lithium-Ion,ERP
PRUS01432,Appliances,Washing Machines,Whirlpool,Whirlpool Model 940,SUS06106,Active,Lithium-Ion,CRM
PRUS01433,Electronics,Laptops,HP,HP Model 718,SUS05095,Active,Lithium-Ion,ERP
PRUS01434,Electronics,Laptops,Lenovo,Lenovo Model 803,SUS01431,Active,Lithium-Ion,ERP
PRUS01435,Electronics,Laptops,Lenovo,Lenovo Model 992,SUS09836,Active,Lithium-Ion,Web
PRUS01436,Electronics,Smartphones,Samsung,Samsung Model 823,SUS05999,Active,Lithium-Ion,CRM
PRUS01437,Electronics,Smartphones,Samsung,Samsung Model 633,SUS00387,Active,Lithium-Ion,ERP
PRUS01438,Electronics,Smartphones,Samsung,Samsung Model 526,SUS01056,Active,Lithium-Ion,Web
PRUS01439,Electronics,Laptops,HP,HP Model 348,SUS04452,Active,Lithium-Ion,Web
PRUS01440,Appliances,Refrigerators,Whirlpool,Whirlpool Model 790,SUS00240,Active,Lithium-Ion,CRM
PRUS01441,Electronics,Laptops,Dell,Dell Model 170,SUS04588,Active,Lithium-Ion,ERP
PRUS01442,Electronics,Smartphones,Apple,Apple Model 662,SUS07196,Active,Lithium-Ion,CRM
PRUS01443,Appliances,Washing Machines,Whirlpool,Whirlpool Model 942,SUS02256,Active,Lithium-Ion,Web
PRUS01444,Appliances,Refrigerators,Whirlpool,Whirlpool Model 737,SUS09200,Active,Lithium-Ion,Web
PRUS01445,Electronics,Smartphones,Google,Google Model 927,SUS00442,Active,Lithium-Ion,CRM
PRUS01446,Appliances,Washing Machines,Maytag,Maytag Model 642,SUS02391,Active,Lithium-Ion,ERP
PRUS01447,Electronics,Smartphones,Google,Google Model 358,SUS04090,Active,Lithium-Ion,Web
PRUS01448,Electronics,Smartphones,Apple,Apple Model 432,SUS03842,Active,Lithium-Ion,CRM
PRUS01449,Appliances,Washing Machines,LG,LG Model 284,SUS03763,Active,Lithium-Ion,CRM
PRUS01450,Electronics,Laptops,Dell,Dell Model 892,SUS06305,Active,Lithium-Ion,Web
PRUS01451,Electronics,Smartphones,Google,Google Model 848,SUS02760,Active,Lithium-Ion,Web
PRUS01452,Appliances,Washing Machines,Whirlpool,Whirlpool Model 360,SUS08472,Active,Lithium-Ion,ERP
PRUS01453,Appliances,Washing Machines,LG,LG Model 329,SUS00529,Active,Lithium-Ion,CRM
PRUS01454,Appliances,Refrigerators,GE,GE Model 915,SUS04402,Active,Lithium-Ion,Web
PRUS01455,Appliances,Refrigerators,GE,GE Model 289,SUS05488,Active,Lithium-Ion,ERP
PRUS01456,Electronics,Smartphones,Google,Google Model 157,SUS07619,Active,Lithium-Ion,ERP
PRUS01457,Appliances,Washing Machines,Maytag,Maytag Model 952,SUS07610,Active,Lithium-Ion,CRM
PRUS01458,Appliances,Washing Machines,Whirlpool,Whirlpool Model 227,SUS00626,Active,Lithium-Ion,ERP
PRUS01459,Electronics,Laptops,Dell,Dell Model 675,SUS02565,Active,Lithium-Ion,CRM
PRUS01460,Appliances,Washing Machines,Maytag,Maytag Model 579,SUS06939,Active,Lithium-Ion,ERP
PRUS01461,Electronics,Laptops,HP,HP Model 308,SUS01175,Active,Lithium-Ion,ERP
PRUS01462,Appliances,Refrigerators,GE,GE Model 665,SUS09205,Active,Lithium-Ion,CRM
PRUS01463,Electronics,Smartphones,Samsung,Samsung Model 818,SUS05801,Active,Lithium-Ion,ERP
PRUS01464,Electronics,Laptops,HP,HP Model 212,SUS09041,Active,Lithium-Ion,ERP
PRUS01465,Electronics,Laptops,Lenovo,Lenovo Model 967,SUS01415,Active,Lithium-Ion,CRM
PRUS01466,Electronics,Laptops,Dell,Dell Model 826,SUS06242,Active,Lithium-Ion,ERP
PRUS01467,Electronics,Laptops,Dell,Dell Model 909,SUS06961,Active,Lithium-Ion,CRM
PRUS01468,Appliances,Refrigerators,GE,GE Model 620,SUS06696,Active,Lithium-Ion,Web
PRUS01469,Appliances,Washing Machines,LG,LG Model 745,SUS09723,Active,Lithium-Ion,Web
PRUS01470,Electronics,Smartphones,Apple,Apple Model 934,SUS06163,Active,Lithium-Ion,CRM
PRUS01471,Appliances,Refrigerators,LG,LG Model 816,SUS03166,Active,Lithium-Ion,ERP
PRUS01472,Electronics,Smartphones,Samsung,Samsung Model 348,SUS03988,Active,Lithium-Ion,CRM
PRUS01473,Appliances,Washing Machines,LG,LG Model 330,SUS03043,Active,Lithium-Ion,Web
PRUS01474,Appliances,Washing Machines,Maytag,Maytag Model 606,SUS07499,Active,Lithium-Ion,ERP
PRUS01475,Electronics,Laptops,Dell,Dell Model 641,SUS07388,Active,Lithium-Ion,CRM
PRUS01476,Electronics,Smartphones,Google,Google Model 505,SUS07697,Active,Lithium-Ion,CRM
PRUS01477,Electronics,Smartphones,Samsung,Samsung Model 402,SUS07093,Active,Lithium-Ion,CRM
PRUS01478,Appliances,Refrigerators,GE,GE Model 873,SUS03701,Active,Lithium-Ion,ERP
PRUS01479,Electronics,Laptops,HP,HP Model 341,SUS02158,Active,Lithium-Ion,CRM
PRUS01480,Electronics,Laptops,Dell,Dell Model 394,SUS02049,Active,Lithium-Ion,CRM
PRUS01481,Electronics,Laptops,Dell,Dell Model 591,SUS05949,Active,Lithium-Ion,ERP
PRUS01482,Appliances,Washing Machines,Whirlpool,Whirlpool Model 923,SUS01549,Active,Lithium-Ion,CRM
PRUS01483,Appliances,Refrigerators,GE,GE Model 122,SUS06773,Active,Lithium-Ion,Web
PRUS01484,Appliances,Washing Machines,Whirlpool,Whirlpool Model 980,SUS07584,Active,Lithium-Ion,ERP
PRUS01485,Appliances,Refrigerators,Whirlpool,Whirlpool Model 277,SUS04232,Active,Lithium-Ion,ERP
PRUS01486,Appliances,Washing Machines,Whirlpool,Whirlpool Model 667,SUS00036,Active,Lithium-Ion,ERP
PRUS01487,Appliances,Refrigerators,LG,LG Model 298,SUS05191,Active,Lithium-Ion,CRM
PRUS01488,Electronics,Smartphones,Apple,Apple Model 197,SUS00876,Active,Lithium-Ion,Web
PRUS01489,Electronics,Laptops,Lenovo,Lenovo Model 629,SUS02745,Active,Lithium-Ion,Web
PRUS01490,Electronics,Smartphones,Google,Google Model 137,SUS07810,Active,Lithium-Ion,ERP
PRUS01491,Appliances,Washing Machines,LG,LG Model 300,SUS08504,Active,Lithium-Ion,Web
PRUS01492,Appliances,Refrigerators,LG,LG Model 188,SUS06673,Active,Lithium-Ion,ERP
PRUS01493,Electronics,Smartphones,Apple,Apple Model 641,SUS01597,Active,Lithium-Ion,CRM
PRUS01494,Appliances,Washing Machines,LG,LG Model 598,SUS04170,Active,Lithium-Ion,ERP
PRUS01495,Appliances,Washing Machines,Whirlpool,Whirlpool Model 915,SUS00569,Active,Lithium-Ion,ERP
PRUS01496,Appliances,Refrigerators,GE,GE Model 780,SUS08987,Active,Lithium-Ion,Web
PRUS01497,Appliances,Refrigerators,LG,LG Model 108,SUS01515,Active,Lithium-Ion,ERP
PRUS01498,Appliances,Washing Machines,Whirlpool,Whirlpool Model 216,SUS01420,Active,Lithium-Ion,Web
PRUS01499,Electronics,Laptops,Dell,Dell Model 845,SUS02915,Active,Lithium-Ion,Web
PRUS01500,Appliances,Washing Machines,LG,LG Model 233,SUS07274,Active,Lithium-Ion,ERP
PRUS01501,Appliances,Washing Machines,Maytag,Maytag Model 681,SUS06116,Active,Lithium-Ion,CRM
PRUS01502,Electronics,Laptops,Lenovo,Lenovo Model 570,SUS07009,Active,Non-Hazardous,CRM
PRUS01503,Appliances,Refrigerators,Whirlpool,Whirlpool Model 216,SUS01346,Active,Non-Hazardous,CRM
PRUS01504,Appliances,Washing Machines,Maytag,Maytag Model 973,SUS05726,Active,Non-Hazardous,CRM
PRUS01505,Appliances,Washing Machines,LG,LG Model 346,SUS06291,Active,Non-Hazardous,ERP
PRUS01506,Appliances,Refrigerators,GE,GE Model 442,SUS00908,Active,Non-Hazardous,Web
PRUS01507,Appliances,Washing Machines,LG,LG Model 462,SUS02933,Active,Non-Hazardous,CRM
PRUS01508,Electronics,Smartphones,Apple,Apple Model 202,SUS05330,Active,Non-Hazardous,ERP
PRUS01509,Appliances,Refrigerators,GE,GE Model 471,SUS07610,Active,Non-Hazardous,CRM
PRUS01510,Appliances,Washing Machines,Maytag,Maytag Model 866,SUS02348,Active,Non-Hazardous,CRM
PRUS01511,Appliances,Washing Machines,Maytag,Maytag Model 413,SUS08923,Active,Non-Hazardous,ERP
PRUS01512,Electronics,Smartphones,Apple,Apple Model 359,SUS09435,Active,Non-Hazardous,ERP
PRUS01513,Electronics,Smartphones,Samsung,Samsung Model 288,SUS02291,Active,Non-Hazardous,ERP
PRUS01514,Appliances,Washing Machines,Whirlpool,Whirlpool Model 157,SUS08105,Active,Non-Hazardous,ERP
PRUS01515,Appliances,Washing Machines,Maytag,Maytag Model 992,SUS01845,Active,Non-Hazardous,CRM
PRUS01516,Appliances,Washing Machines,Whirlpool,Whirlpool Model 606,SUS05520,Active,Non-Hazardous,ERP
PRUS01517,Appliances,Washing Machines,Maytag,Maytag Model 708,SUS06969,Active,Non-Hazardous,CRM
PRUS01518,Appliances,Washing Machines,Maytag,Maytag Model 481,SUS07381,Active,Non-Hazardous,ERP
PRUS01519,Electronics,Laptops,HP,HP Model 751,SUS00485,Active,Non-Hazardous,ERP
PRUS01520,Electronics,Laptops,Dell,Dell Model 692,SUS07296,Active,Non-Hazardous,Web
PRUS01521,Electronics,Smartphones,Google,Google Model 581,SUS03003,Active,Non-Hazardous,ERP
PRUS01522,Appliances,Refrigerators,LG,LG Model 631,SUS09091,Active,Non-Hazardous,CRM
PRUS01523,Electronics,Laptops,Lenovo,Lenovo Model 788,SUS04487,Active,Non-Hazardous,Web
PRUS01524,Appliances,Washing Machines,Whirlpool,Whirlpool Model 521,SUS05281,Active,Non-Hazardous,CRM
PRUS01525,Appliances,Washing Machines,Maytag,Maytag Model 399,SUS06818,Active,Non-Hazardous,CRM
PRUS01526,Electronics,Laptops,HP,HP Model 220,SUS00531,Active,Non-Hazardous,ERP
PRUS01527,Electronics,Laptops,HP,HP Model 944,SUS05071,Active,Non-Hazardous,Web
PRUS01528,Appliances,Refrigerators,LG,LG Model 809,SUS04993,Active,Non-Hazardous,Web
PRUS01529,Electronics,Laptops,HP,HP Model 300,SUS05032,Active,Non-Hazardous,CRM
PRUS01530,Appliances,Washing Machines,Whirlpool,Whirlpool Model 985,SUS05935,Active,Non-Hazardous,Web
PRUS01531,Appliances,Refrigerators,Whirlpool,Whirlpool Model 862,SUS05867,Active,Non-Hazardous,ERP
PRUS01532,Electronics,Laptops,Lenovo,Lenovo Model 168,SUS02608,Active,Non-Hazardous,ERP
PRUS01533,Appliances,Washing Machines,Whirlpool,Whirlpool Model 432,SUS06281,Active,Non-Hazardous,CRM
PRUS01534,Electronics,Smartphones,Google,Google Model 196,SUS07488,Active,Non-Hazardous,ERP
PRUS01535,Appliances,Refrigerators,Whirlpool,Whirlpool Model 101,SUS02980,Active,Non-Hazardous,ERP
PRUS01536,Electronics,Laptops,HP,HP Model 419,SUS03173,Active,Non-Hazardous,CRM
PRUS01537,Appliances,Washing Machines,LG,LG Model 908,SUS09286,Active,Non-Hazardous,Web
PRUS01538,Appliances,Washing Machines,Maytag,Maytag Model 149,SUS05690,Active,Non-Hazardous,Web
PRUS01539,Appliances,Refrigerators,LG,LG Model 696,SUS04309,Active,Non-Hazardous,CRM
PRUS01540,Appliances,Washing Machines,Whirlpool,Whirlpool Model 380,SUS06931,Active,Non-Hazardous,Web
PRUS01541,Electronics,Smartphones,Google,Google Model 333,SUS09483,Active,Non-Hazardous,ERP
PRUS01542,Electronics,Smartphones,Google,Google Model 843,SUS00597,Active,Non-Hazardous,Web
PRUS01543,Electronics,Smartphones,Google,Google Model 578,SUS01462,Active,Non-Hazardous,Web
PRUS01544,Electronics,Laptops,HP,HP Model 406,SUS09086,Active,Non-Hazardous,ERP
PRUS01545,Appliances,Refrigerators,Whirlpool,Whirlpool Model 598,SUS00648,Active,Non-Hazardous,CRM
PRUS01546,Appliances,Washing Machines,Whirlpool,Whirlpool Model 982,SUS00164,Active,Non-Hazardous,ERP
PRUS01547,Electronics,Laptops,Lenovo,Lenovo Model 935,SUS01867,Active,Non-Hazardous,CRM
PRUS01548,Appliances,Refrigerators,GE,GE Model 395,SUS03794,Active,Non-Hazardous,Web
PRUS01549,Electronics,Laptops,Dell,Dell Model 471,SUS04393,Active,Non-Hazardous,ERP
PRUS01550,Electronics,Laptops,Dell,Dell Model 804,SUS08985,Active,Non-Hazardous,ERP
PRUS01551,Appliances,Refrigerators,LG,LG Model 154,SUS02150,Active,Non-Hazardous,Web
PRUS01552,Electronics,Smartphones,Google,Google Model 283,SUS08391,Active,Non-Hazardous,ERP
PRUS01553,Appliances,Refrigerators,LG,LG Model 455,SUS05984,Active,Non-Hazardous,ERP
PRUS01554,Electronics,Laptops,Dell,Dell Model 924,SUS02182,Active,Non-Hazardous,CRM
PRUS01555,Electronics,Smartphones,Google,Google Model 535,SUS05811,Active,Non-Hazardous,Web
PRUS01556,Electronics,Smartphones,Google,Google Model 607,SUS06324,Active,Non-Hazardous,Web
PRUS01557,Electronics,Smartphones,Apple,Apple Model 291,SUS01257,Active,Non-Hazardous,Web
PRUS01558,Electronics,Laptops,Lenovo,Lenovo Model 628,SUS03377,Active,Non-Hazardous,CRM
PRUS01559,Appliances,Washing Machines,LG,LG Model 777,SUS09627,Active,Non-Hazardous,CRM
PRUS01560,Appliances,Washing Machines,Whirlpool,Whirlpool Model 863,SUS03476,Active,Non-Hazardous,ERP
PRUS01561,Electronics,Smartphones,Apple,Apple Model 178,SUS07508,Active,Non-Hazardous,Web
PRUS01562,Appliances,Washing Machines,Whirlpool,Whirlpool Model 849,SUS01487,Active,Non-Hazardous,Web
PRUS01563,Electronics,Laptops,Lenovo,Lenovo Model 533,SUS07926,Active,Non-Hazardous,Web
PRUS01564,Electronics,Laptops,Lenovo,Lenovo Model 250,SUS04227,Active,Non-Hazardous,ERP
PRUS01565,Electronics,Laptops,Lenovo,Lenovo Model 774,SUS07648,Active,Non-Hazardous,CRM
PRUS01566,Appliances,Refrigerators,LG,LG Model 149,SUS02134,Active,Non-Hazardous,CRM
PRUS01567,Electronics,Smartphones,Apple,Apple Model 725,SUS00297,Active,Non-Hazardous,Web
PRUS01568,Appliances,Refrigerators,Whirlpool,Whirlpool Model 515,SUS03633,Active,Non-Hazardous,CRM
PRUS01569,Appliances,Washing Machines,LG,LG Model 127,SUS06417,Active,Non-Hazardous,ERP
PRUS01570,Electronics,Smartphones,Samsung,Samsung Model 299,SUS06253,Active,Non-Hazardous,ERP
PRUS01571,Electronics,Smartphones,Samsung,Samsung Model 311,SUS09604,Active,Non-Hazardous,CRM
PRUS01572,Electronics,Smartphones,Apple,Apple Model 715,SUS08834,Active,Non-Hazardous,Web
PRUS01573,Appliances,Washing Machines,Maytag,Maytag Model 758,SUS03039,Active,Non-Hazardous,CRM
PRUS01574,Appliances,Refrigerators,Whirlpool,Whirlpool Model 669,SUS04900,Active,Non-Hazardous,ERP
PRUS01575,Appliances,Washing Machines,Maytag,Maytag Model 961,SUS00199,Active,Non-Hazardous,CRM
PRUS01576,Electronics,Laptops,Lenovo,Lenovo Model 308,SUS02730,Active,Non-Hazardous,Web
PRUS01577,Appliances,Refrigerators,LG,LG Model 503,SUS03935,Active,Non-Hazardous,Web
PRUS01578,Appliances,Refrigerators,GE,GE Model 457,SUS00227,Active,Non-Hazardous,Web
PRUS01579,Electronics,Laptops,Dell,Dell Model 895,SUS05911,Active,Non-Hazardous,CRM
PRUS01580,Appliances,Refrigerators,GE,GE Model 676,SUS09294,Active,Non-Hazardous,Web
PRUS01581,Appliances,Washing Machines,LG,LG Model 672,SUS05621,Active,Non-Hazardous,ERP
PRUS01582,Electronics,Laptops,Dell,Dell Model 521,SUS07428,Active,Non-Hazardous,CRM
PRUS01583,Electronics,Laptops,Dell,Dell Model 415,SUS09433,Active,Non-Hazardous,CRM
PRUS01584,Appliances,Refrigerators,GE,GE Model 411,SUS06799,Active,Non-Hazardous,ERP
PRUS01585,Electronics,Laptops,HP,HP Model 267,SUS07002,Active,Non-Hazardous,Web
PRUS01586,Appliances,Washing Machines,LG,LG Model 637,SUS06903,Active,Non-Hazardous,CRM
PRUS01587,Appliances,Washing Machines,Maytag,Maytag Model 164,SUS02326,Active,Non-Hazardous,ERP
PRUS01588,Electronics,Smartphones,Google,Google Model 710,SUS07460,Active,Non-Hazardous,Web
PRUS01589,Appliances,Washing Machines,LG,LG Model 999,SUS04157,Active,Non-Hazardous,ERP
PRUS01590,Electronics,Smartphones,Samsung,Samsung Model 891,SUS09804,Active,Non-Hazardous,Web
PRUS01591,Appliances,Refrigerators,LG,LG Model 630,SUS04510,Active,Non-Hazardous,ERP
PRUS01592,Electronics,Laptops,Lenovo,Lenovo Model 410,SUS09493,Active,Non-Hazardous,CRM
PRUS01593,Appliances,Refrigerators,LG,LG Model 383,SUS01254,Active,Non-Hazardous,CRM
PRUS01594,Appliances,Refrigerators,Whirlpool,Whirlpool Model 599,SUS06773,Active,Non-Hazardous,ERP
PRUS01595,Electronics,Laptops,HP,HP Model 246,SUS06349,Active,Non-Hazardous,Web
PRUS01596,Electronics,Laptops,Lenovo,Lenovo Model 761,SUS09807,Active,Non-Hazardous,Web
PRUS01597,Appliances,Washing Machines,Whirlpool,Whirlpool Model 145,SUS09371,Active,Non-Hazardous,ERP
PRUS01598,Electronics,Laptops,HP,HP Model 107,SUS08718,Active,Non-Hazardous,Web
PRUS01599,Electronics,Laptops,HP,HP Model 872,SUS05877,Active,Non-Hazardous,ERP
PRUS01600,Electronics,Smartphones,Google,Google Model 354,SUS02437,Active,Non-Hazardous,Web
PRUS01601,Electronics,Laptops,Dell,Dell Model 529,SUS03613,Active,Non-Hazardous,Web
PRUS01602,Appliances,Refrigerators,GE,GE Model 650,SUS05184,Active,Non-Hazardous,Web
PRUS01603,Appliances,Washing Machines,Maytag,Maytag Model 534,SUS07278,Active,Non-Hazardous,Web
PRUS01604,Electronics,Smartphones,Google,Google Model 592,SUS00735,Active,Non-Hazardous,Web
PRUS01605,Appliances,Washing Machines,Whirlpool,Whirlpool Model 930,SUS04346,Active,Non-Hazardous,CRM
PRUS01606,Appliances,Refrigerators,LG,LG Model 341,SUS07709,Active,Non-Hazardous,CRM
PRUS01607,Electronics,Smartphones,Samsung,Samsung Model 917,SUS02040,Active,Non-Hazardous,CRM
PRUS01608,Electronics,Laptops,HP,HP Model 870,SUS08305,Active,Non-Hazardous,Web
PRUS01609,Electronics,Laptops,Lenovo,Lenovo Model 141,SUS07971,Active,Non-Hazardous,Web
PRUS01610,Electronics,Laptops,Dell,Dell Model 559,SUS00519,Active,Non-Hazardous,ERP
PRUS01611,Appliances,Washing Machines,Whirlpool,Whirlpool Model 705,SUS02395,Active,Non-Hazardous,ERP
PRUS01612,Electronics,Smartphones,Apple,Apple Model 914,SUS06563,Active,Non-Hazardous,Web
PRUS01613,Electronics,Smartphones,Google,Google Model 668,SUS09692,Active,Non-Hazardous,CRM
PRUS01614,Appliances,Washing Machines,Whirlpool,Whirlpool Model 223,SUS06985,Active,Non-Hazardous,ERP
PRUS01615,Electronics,Smartphones,Apple,Apple Model 220,SUS00350,Active,Non-Hazardous,CRM
PRUS01616,Appliances,Refrigerators,GE,GE Model 349,SUS08062,Active,Fragile,Web
PRUS01617,Electronics,Smartphones,Samsung,Samsung Model 287,SUS01586,Active,Fragile,CRM
PRUS01618,Appliances,Refrigerators,Whirlpool,Whirlpool Model 704,SUS07650,Active,Fragile,ERP
PRUS01619,Electronics,Smartphones,Apple,Apple Model 174,SUS04413,Active,Fragile,ERP
PRUS01620,Electronics,Laptops,HP,HP Model 973,SUS06092,Active,Fragile,ERP
PRUS01621,Electronics,Smartphones,Samsung,Samsung Model 260,SUS02628,Active,Fragile,Web
PRUS01622,Appliances,Refrigerators,LG,LG Model 983,SUS04161,Active,Fragile,ERP
PRUS01623,Electronics,Smartphones,Apple,Apple Model 805,SUS01692,Active,Fragile,Web
