Order_ID,Customer_ID,Order_Date,Warehouse_ID,Publisher
SOUS01147,CUUS07280,07-02-2026,WUS00011,CRM
SOUS01148,CUUS05531,31-01-2026,WUS00012,Web
SOUS01149,CUUS02430,13-02-2026,WUS00013,ERP
SOUS01150,CUUS02690,02-02-2026,WUS00014,CRM
SOUS01151,CUUS09389,18-02-2026,WUS00015,Web
SOUS01152,CUUS02173,22-02-2026,WUS00016,Web
SOUS01153,CUUS08658,12-01-2026,WUS00001,ERP
SOUS01154,CUUS03060,15-01-2026,WUS00002,Web
SOUS01155,CUUS05734,14-02-2026,WUS00003,CRM
SOUS01156,CUUS04180,11-01-2026,WUS00004,CRM
SOUS01157,CUUS01429,07-01-2026,WUS00005,ERP
SOUS01158,CUUS01459,05-01-2026,WUS00006,Web
SOUS01159,CUUS04229,18-02-2026,WUS00007,ERP
SOUS01160,CUUS03540,19-01-2026,WUS00008,CRM
SOUS01161,CUUS07568,11-01-2026,WUS00009,Web
SOUS01162,CUUS06180,04-02-2026,WUS00010,CRM
SOUS01163,CUUS05618,13-02-2026,WUS00011,CRM
SOUS01164,CUUS05936,17-02-2026,WUS00012,CRM
SOUS01165,CUUS04555,26-01-2026,WUS00013,CRM
SOUS01166,CUUS06982,15-01-2026,WUS00014,Web
SOUS01167,CUUS08797,29-01-2026,WUS00015,CRM
SOUS01168,CUUS09477,18-01-2026,WUS00016,Web
SOUS01169,CUUS01201,21-01-2026,WUS00001,ERP
SOUS01170,CUUS03897,19-01-2026,WUS00002,CRM
SOUS01171,CUUS08039,10-01-2026,WUS00003,CRM
SOUS01172,CUUS07714,30-01-2026,WUS00004,Web
SOUS01173,CUUS08341,09-01-2026,WUS00005,Web
SOUS01174,CUUS06521,16-02-2026,WUS00006,ERP
SOUS01175,CUUS02186,13-02-2026,WUS00007,Web
SOUS01176,CUUS09354,16-02-2026,WUS00008,CRM
SOUS01177,CUUS07619,09-01-2026,WUS00009,ERP
SOUS01178,CUUS01972,13-01-2026,WUS00010,ERP
SOUS01179,CUUS06578,21-02-2026,WUS00011,ERP
SOUS01180,CUUS08067,05-01-2026,WUS00012,CRM
SOUS01181,CUUS05839,07-02-2026,WUS00013,Web
SOUS01182,CUUS06895,21-01-2026,WUS00014,Web
SOUS01183,CUUS08646,17-01-2026,WUS00015,ERP
SOUS01184,CUUS07687,06-01-2026,WUS00016,CRM
SOUS01185,CUUS07233,08-01-2026,WUS00001,Web
SOUS01186,CUUS02449,16-02-2026,WUS00002,ERP
SOUS01187,CUUS02985,03-01-2026,WUS00003,ERP
SOUS01188,CUUS05973,04-02-2026,WUS00004,CRM
SOUS01189,CUUS01585,20-01-2026,WUS00005,Web
SOUS01190,CUUS04548,14-01-2026,WUS00006,ERP
SOUS01191,CUUS06392,10-01-2026,WUS00007,ERP
SOUS01192,CUUS01304,05-01-2026,WUS00008,ERP
SOUS01193,CUUS06668,01-02-2026,WUS00009,Web
SOUS01194,CUUS01600,16-01-2026,WUS00010,Web
SOUS01195,CUUS05768,09-01-2026,WUS00011,CRM
SOUS01196,CUUS03432,03-01-2026,WUS00012,ERP
SOUS01197,CUUS00105,23-02-2026,WUS00013,ERP
SOUS01198,CUUS07367,18-02-2026,WUS00014,CRM
SOUS01199,CUUS04293,04-01-2026,WUS00015,CRM
SOUS01200,CUUS02131,29-01-2026,WUS00016,ERP
SOUS01201,CUUS02712,08-02-2026,WUS00001,CRM
SOUS01202,CUUS07861,14-02-2026,WUS00002,Web
SOUS01203,CUUS06491,20-02-2026,WUS00003,Web
SOUS01204,CUUS08970,19-01-2026,WUS00004,ERP
SOUS01205,CUUS01920,02-01-2026,WUS00005,CRM
SOUS01206,CUUS00074,04-02-2026,WUS00006,ERP
SOUS01207,CUUS05393,18-01-2026,WUS00007,Web
SOUS01208,CUUS08542,25-01-2026,WUS00008,CRM
SOUS01209,CUUS02101,09-01-2026,WUS00009,CRM
SOUS01210,CUUS08573,13-02-2026,WUS00010,Web
SOUS01211,CUUS03168,01-02-2026,WUS00011,ERP
SOUS01212,CUUS09236,03-01-2026,WUS00012,Web
SOUS01213,CUUS02311,15-02-2026,WUS00013,ERP
SOUS01214,CUUS05723,25-02-2026,WUS00014,Web
SOUS01215,CUUS08525,10-01-2026,WUS00015,CRM
SOUS01216,CUUS06938,16-02-2026,WUS00016,ERP
SOUS01217,CUUS09535,04-01-2026,WUS00001,Web
SOUS01218,CUUS08025,02-02-2026,WUS00002,ERP
SOUS01219,CUUS09976,03-01-2026,WUS00003,ERP
SOUS01220,CUUS07796,02-02-2026,WUS00004,CRM
SOUS01221,CUUS04803,18-02-2026,WUS00005,Web
SOUS01222,CUUS00069,04-01-2026,WUS00006,CRM
SOUS01223,CUUS01084,12-02-2026,WUS00007,ERP
SOUS01224,CUUS02394,26-01-2026,WUS00008,CRM
SOUS01225,CUUS06387,08-02-2026,WUS00009,ERP
SOUS01226,CUUS00252,10-01-2026,WUS00010,Web
SOUS01227,CUUS01239,03-01-2026,WUS00011,CRM
SOUS01228,CUUS03672,10-01-2026,WUS00012,Web
SOUS01229,CUUS01181,30-01-2026,WUS00013,ERP
SOUS01230,CUUS04120,08-02-2026,WUS00014,ERP
SOUS01231,CUUS05861,28-01-2026,WUS00015,CRM
SOUS01232,CUUS08216,01-02-2026,WUS00016,Web
SOUS01233,CUUS08318,06-01-2026,WUS00001,CRM
SOUS01234,CUUS02175,14-01-2026,WUS00002,CRM
SOUS01235,CUUS07868,23-01-2026,WUS00003,Web
SOUS01236,CUUS02600,15-02-2026,WUS00004,CRM
SOUS01237,CUUS08387,06-01-2026,WUS00005,CRM
SOUS01238,CUUS00925,27-01-2026,WUS00006,Web
SOUS01239,CUUS07758,18-01-2026,WUS00007,Web
SOUS01240,CUUS06989,16-02-2026,WUS00008,Web
SOUS01241,CUUS05735,28-01-2026,WUS00009,ERP
SOUS01242,CUUS07549,19-01-2026,WUS00010,CRM
SOUS01243,CUUS06416,02-01-2026,WUS00011,ERP
SOUS01244,CUUS04698,17-02-2026,WUS00012,CRM
SOUS01245,CUUS03324,18-01-2026,WUS00013,ERP
SOUS01246,CUUS09095,09-02-2026,WUS00014,CRM
SOUS01247,CUUS07109,15-02-2026,WUS00015,Web
SOUS01248,CUUS04558,03-02-2026,WUS00016,Web
SOUS01249,CUUS05084,13-01-2026,WUS00001,ERP
SOUS01250,CUUS04651,24-01-2026,WUS00002,CRM
SOUS01251,CUUS03528,21-01-2026,WUS00003,CRM
SOUS01252,CUUS06858,18-01-2026,WUS00004,Web
SOUS01253,CUUS05160,04-01-2026,WUS00005,ERP
SOUS01254,CUUS09413,01-01-2026,WUS00006,CRM
SOUS01255,CUUS00890,09-01-2026,WUS00007,Web
SOUS01256,CUUS00493,15-01-2026,WUS00008,ERP
SOUS01257,CUUS08722,31-01-2026,WUS00009,ERP
SOUS01258,CUUS07356,07-02-2026,WUS00010,Web
SOUS01259,CUUS03533,08-02-2026,WUS00011,ERP
SOUS01260,CUUS00725,10-02-2026,WUS00012,Web
SOUS01261,CUUS02316,24-01-2026,WUS00013,ERP
SOUS01262,CUUS09995,17-01-2026,WUS00014,ERP
SOUS01263,CUUS05570,18-01-2026,WUS00015,CRM
SOUS01264,CUUS07123,05-01-2026,WUS00016,CRM
SOUS01265,CUUS03599,13-01-2026,WUS00001,ERP
SOUS01266,CUUS05956,25-02-2026,WUS00002,ERP
SOUS01267,CUUS09905,07-01-2026,WUS00003,Web
SOUS01268,CUUS00224,25-01-2026,WUS00004,ERP
SOUS01269,CUUS06196,05-01-2026,WUS00005,Web
SOUS01270,CUUS00511,14-02-2026,WUS00006,ERP
SOUS01271,CUUS08736,24-01-2026,WUS00007,ERP
SOUS01272,CUUS01848,25-01-2026,WUS00008,CRM
SOUS01273,CUUS02484,14-01-2026,WUS00009,ERP
SOUS01274,CUUS03288,25-01-2026,WUS00010,CRM
SOUS01275,CUUS06614,19-01-2026,WUS00011,Web
SOUS01276,CUUS04869,07-02-2026,WUS00012,Web
SOUS01277,CUUS06880,11-02-2026,WUS00013,Web
SOUS01278,CUUS08891,21-02-2026,WUS00014,ERP
SOUS01279,CUUS01418,25-01-2026,WUS00015,CRM
SOUS01280,CUUS06332,23-02-2026,WUS00016,Web
SOUS01281,CUUS06839,03-02-2026,WUS00001,CRM
SOUS01282,CUUS04783,18-02-2026,WUS00002,Web
SOUS01283,CUUS01865,28-01-2026,WUS00003,Web
SOUS01284,CUUS03136,13-02-2026,WUS00004,CRM
SOUS01285,CUUS05653,13-02-2026,WUS00005,Web
SOUS01286,CUUS07001,31-01-2026,WUS00006,Web
SOUS01287,CUUS04403,31-01-2026,WUS00007,Web
SOUS01288,CUUS07520,01-01-2026,WUS00008,CRM
SOUS01289,CUUS02657,05-01-2026,WUS00009,CRM
SOUS01290,CUUS04703,05-02-2026,WUS00010,CRM
SOUS01291,CUUS06571,18-02-2026,WUS00011,ERP
SOUS01292,CUUS00890,03-02-2026,WUS00012,ERP
SOUS01293,CUUS06778,22-01-2026,WUS00013,CRM
SOUS01294,CUUS05767,06-02-2026,WUS00014,CRM
SOUS01295,CUUS06294,12-02-2026,WUS00015,CRM
SOUS01296,CUUS04031,25-02-2026,WUS00016,Web
SOUS01297,CUUS00924,21-02-2026,WUS00001,Web
SOUS01298,CUUS04104,19-02-2026,WUS00002,CRM
SOUS01299,CUUS02817,13-02-2026,WUS00003,Web
SOUS01300,CUUS04811,31-01-2026,WUS00004,ERP
SOUS01301,CUUS00971,12-01-2026,WUS00005,Web
SOUS01302,CUUS00979,03-02-2026,WUS00006,Web
SOUS01303,CUUS01823,26-01-2026,WUS00007,Web
SOUS01304,CUUS09051,25-02-2026,WUS00008,CRM
SOUS01305,CUUS08239,04-02-2026,WUS00009,ERP
SOUS01306,CUUS05320,15-02-2026,WUS00010,Web
SOUS01307,CUUS02222,04-01-2026,WUS00011,CRM
SOUS01308,CUUS08427,05-01-2026,WUS00012,CRM
SOUS01309,CUUS05854,16-02-2026,WUS00013,ERP
SOUS01310,CUUS05654,07-01-2026,WUS00014,Web
SOUS01311,CUUS03552,04-01-2026,WUS00015,CRM
SOUS01312,CUUS09705,14-02-2026,WUS00016,CRM
SOUS01313,CUUS04262,13-01-2026,WUS00001,Web
SOUS01314,CUUS07059,10-01-2026,WUS00002,CRM
SOUS01315,CUUS08820,18-02-2026,WUS00003,ERP
SOUS01316,CUUS06974,24-01-2026,WUS00004,CRM
SOUS01317,CUUS02073,09-02-2026,WUS00005,Web
SOUS01318,CUUS09877,22-02-2026,WUS00006,ERP
SOUS01319,CUUS09663,19-02-2026,WUS00007,ERP
SOUS01320,CUUS02157,15-02-2026,WUS00008,CRM
SOUS01321,CUUS08682,11-01-2026,WUS00009,CRM
SOUS01322,CUUS02821,30-01-2026,WUS00010,Web
SOUS01323,CUUS02281,07-01-2026,WUS00011,CRM
SOUS01324,CUUS05804,12-02-2026,WUS00012,Web
SOUS01325,CUUS06090,25-01-2026,WUS00013,CRM
SOUS01326,CUUS00932,01-01-2026,WUS00014,ERP
SOUS01327,CUUS03563,20-02-2026,WUS00015,CRM
SOUS01328,CUUS02656,06-01-2026,WUS00016,CRM
SOUS01329,CUUS05158,18-01-2026,WUS00001,Web
SOUS01330,CUUS00602,02-01-2026,WUS00002,CRM
SOUS01331,CUUS04711,08-01-2026,WUS00003,Web
SOUS01332,CUUS03341,31-01-2026,WUS00004,CRM
SOUS01333,CUUS05382,12-01-2026,WUS00005,CRM
SOUS01334,CUUS02668,06-02-2026,WUS00006,ERP
SOUS01335,CUUS05069,15-01-2026,WUS00007,Web
SOUS01336,CUUS00368,25-02-2026,WUS00008,ERP
SOUS01337,CUUS04820,05-02-2026,WUS00009,ERP
SOUS01338,CUUS07973,02-01-2026,WUS00010,Web
SOUS01339,CUUS03351,12-02-2026,WUS00011,Web
SOUS01340,CUUS06116,29-01-2026,WUS00012,CRM
SOUS01341,CUUS08993,14-01-2026,WUS00013,Web
SOUS01342,CUUS07038,09-01-2026,WUS00014,ERP
SOUS01343,CUUS03007,30-01-2026,WUS00015,ERP
SOUS01344,CUUS05035,09-02-2026,WUS00016,Web
SOUS01345,CUUS04911,15-02-2026,WUS00001,Web
SOUS01346,CUUS00991,12-01-2026,WUS00002,CRM
SOUS01347,CUUS05679,25-01-2026,WUS00003,Web
SOUS01348,CUUS00308,14-01-2026,WUS00004,CRM
SOUS01349,CUUS01989,07-01-2026,WUS00005,CRM
SOUS01350,CUUS03203,24-01-2026,WUS00006,CRM
SOUS01351,CUUS01216,25-02-2026,WUS00007,ERP
SOUS01352,CUUS06622,07-01-2026,WUS00008,ERP
SOUS01353,CUUS04681,31-01-2026,WUS00009,ERP
SOUS01354,CUUS03389,18-02-2026,WUS00010,Web
SOUS01355,CUUS07528,02-02-2026,WUS00011,Web
SOUS01356,CUUS09771,21-01-2026,WUS00012,ERP
SOUS01357,CUUS03153,25-02-2026,WUS00013,Web
SOUS01358,CUUS02618,20-02-2026,WUS00014,Web
SOUS01359,CUUS00832,19-01-2026,WUS00015,CRM
SOUS01360,CUUS01167,03-02-2026,WUS00016,Web
SOUS01361,CUUS04451,11-01-2026,WUS00001,Web
SOUS01362,CUUS05724,23-01-2026,WUS00002,ERP
SOUS01363,CUUS08485,09-01-2026,WUS00003,Web
SOUS01364,CUUS07640,07-02-2026,WUS00004,Web
SOUS01365,CUUS03750,27-01-2026,WUS00005,Web
SOUS01366,CUUS00335,09-01-2026,WUS00006,ERP
SOUS01367,CUUS00214,22-01-2026,WUS00007,Web
SOUS01368,CUUS04067,24-01-2026,WUS00008,Web
SOUS01369,CUUS02909,06-01-2026,WUS00009,CRM
SOUS01370,CUUS09772,22-01-2026,WUS00010,Web
SOUS01371,CUUS04519,03-02-2026,WUS00011,ERP
SOUS01372,CUUS01111,16-02-2026,WUS00012,Web
SOUS01373,CUUS00230,10-01-2026,WUS00013,ERP
SOUS01374,CUUS06846,22-01-2026,WUS00014,CRM
SOUS01375,CUUS08027,23-02-2026,WUS00015,ERP
SOUS01376,CUUS00574,18-01-2026,WUS00016,Web
SOUS01377,CUUS02337,14-02-2026,WUS00001,CRM
SOUS01378,CUUS06425,22-02-2026,WUS00002,CRM
SOUS01379,CUUS02079,21-02-2026,WUS00003,Web
SOUS01380,CUUS03466,14-01-2026,WUS00004,ERP
SOUS01381,CUUS01080,26-01-2026,WUS00005,Web
SOUS01382,CUUS00962,03-02-2026,WUS00006,ERP
SOUS01383,CUUS01692,04-02-2026,WUS00007,ERP
SOUS01384,CUUS06159,09-01-2026,WUS00008,CRM
SOUS01385,CUUS06333,16-02-2026,WUS00009,Web
SOUS01386,CUUS01410,26-01-2026,WUS00010,Web
SOUS01387,CUUS08054,29-01-2026,WUS00011,ERP
SOUS01388,CUUS04250,10-01-2026,WUS00012,ERP
SOUS01389,CUUS01892,01-01-2026,WUS00013,ERP
SOUS01390,CUUS01513,25-01-2026,WUS00014,ERP
SOUS01391,CUUS09603,23-01-2026,WUS00015,CRM
SOUS01392,CUUS01373,20-01-2026,WUS00016,ERP
SOUS01393,CUUS03967,23-02-2026,WUS00001,ERP
SOUS01394,CUUS01769,08-01-2026,WUS00002,CRM
SOUS01395,CUUS05970,28-01-2026,WUS00003,ERP
SOUS01396,CUUS09653,25-01-2026,WUS00004,CRM
SOUS01397,CUUS05781,11-01-2026,WUS00005,Web
SOUS01398,CUUS04277,02-02-2026,WUS00006,Web
SOUS01399,CUUS03436,14-01-2026,WUS00007,Web
SOUS01400,CUUS00445,21-01-2026,WUS00008,CRM
SOUS01401,CUUS00870,09-01-2026,WUS00009,Web
SOUS01402,CUUS06846,12-01-2026,WUS00010,CRM
SOUS01403,CUUS09853,22-01-2026,WUS00011,Web
SOUS01404,CUUS01317,15-01-2026,WUS00012,ERP
SOUS01405,CUUS06659,11-01-2026,WUS00013,CRM
SOUS01406,CUUS08112,15-02-2026,WUS00014,Web
SOUS01407,CUUS08613,07-01-2026,WUS00015,Web
SOUS01408,CUUS03364,28-01-2026,WUS00016,CRM
SOUS01409,CUUS01374,05-02-2026,WUS00001,CRM
SOUS01410,CUUS06560,02-01-2026,WUS00002,CRM
SOUS01411,CUUS02790,14-02-2026,WUS00003,CRM
SOUS01412,CUUS08043,13-01-2026,WUS00004,ERP
SOUS01413,CUUS02623,12-01-2026,WUS00005,Web
SOUS01414,CUUS07737,26-01-2026,WUS00006,CRM
SOUS01415,CUUS03150,20-01-2026,WUS00007,Web
SOUS01416,CUUS04274,22-01-2026,WUS00008,Web
SOUS01417,CUUS00528,11-02-2026,WUS00009,ERP
SOUS01418,CUUS08287,17-02-2026,WUS00010,ERP
SOUS01419,CUUS02311,27-01-2026,WUS00011,ERP
SOUS01420,CUUS06399,13-01-2026,WUS00012,CRM
SOUS01421,CUUS06189,22-01-2026,WUS00013,ERP
SOUS01422,CUUS06363,05-02-2026,WUS00014,CRM
SOUS01423,CUUS09975,31-01-2026,WUS00015,ERP
SOUS01424,CUUS02240,13-01-2026,WUS00016,Web
SOUS01425,CUUS05118,22-02-2026,WUS00001,CRM
SOUS01426,CUUS05142,21-01-2026,WUS00002,CRM
SOUS01427,CUUS07095,29-01-2026,WUS00003,ERP
SOUS01428,CUUS03422,16-02-2026,WUS00004,ERP
SOUS01429,CUUS07868,24-02-2026,WUS00005,Web
SOUS01430,CUUS02535,07-01-2026,WUS00006,CRM
SOUS01431,CUUS07132,15-02-2026,WUS00007,CRM
SOUS01432,CUUS07828,20-01-2026,WUS00008,Web
SOUS01433,CUUS00166,05-01-2026,WUS00009,ERP
SOUS01434,CUUS09342,06-01-2026,WUS00010,ERP
SOUS01435,CUUS08551,16-02-2026,WUS00011,CRM
SOUS01436,CUUS00290,17-02-2026,WUS00012,Web
SOUS01437,CUUS04640,17-01-2026,WUS00013,ERP
SOUS01438,CUUS07293,30-01-2026,WUS00014,CRM
SOUS01439,CUUS04181,14-02-2026,WUS00015,Web
SOUS01440,CUUS08903,26-01-2026,WUS00016,Web
SOUS01441,CUUS07102,25-01-2026,WUS00001,ERP
SOUS01442,CUUS08231,09-02-2026,WUS00002,CRM
SOUS01443,CUUS03444,13-01-2026,WUS00003,ERP
SOUS01444,CUUS01424,09-02-2026,WUS00004,ERP
SOUS01445,CUUS02000,14-02-2026,WUS00005,CRM
SOUS01446,CUUS05426,21-01-2026,WUS00006,ERP
SOUS01447,CUUS06785,17-01-2026,WUS00007,CRM
SOUS01448,CUUS08488,12-02-2026,WUS00008,Web
SOUS01449,CUUS08984,24-02-2026,WUS00009,CRM
SOUS01450,CUUS00948,29-01-2026,WUS00010,CRM
SOUS01451,CUUS01660,02-02-2026,WUS00011,Web
SOUS01452,CUUS01643,17-01-2026,WUS00012,CRM
SOUS01453,CUUS03057,15-02-2026,WUS00013,CRM
SOUS01454,CUUS05962,22-01-2026,WUS00014,Web
SOUS01455,CUUS08389,30-01-2026,WUS00015,Web
SOUS01456,CUUS00873,13-01-2026,WUS00016,CRM
SOUS01457,CUUS07403,15-02-2026,WUS00001,ERP
SOUS01458,CUUS05689,02-01-2026,WUS00002,Web
SOUS01459,CUUS00215,07-01-2026,WUS00003,CRM
SOUS01460,CUUS09488,18-01-2026,WUS00004,Web
SOUS01461,CUUS04084,01-01-2026,WUS00005,CRM
SOUS01462,CUUS01396,21-02-2026,WUS00006,CRM
SOUS01463,CUUS03442,03-02-2026,WUS00007,Web
SOUS01464,CUUS05882,16-02-2026,WUS00008,CRM
SOUS01465,CUUS05938,13-02-2026,WUS00009,ERP
SOUS01466,CUUS01186,07-02-2026,WUS00010,ERP
SOUS01467,CUUS03111,08-01-2026,WUS00011,CRM
SOUS01468,CUUS00471,09-01-2026,WUS00012,ERP
SOUS01469,CUUS01516,21-02-2026,WUS00013,CRM
SOUS01470,CUUS04274,21-01-2026,WUS00014,CRM
SOUS01471,CUUS02571,03-02-2026,WUS00015,CRM
SOUS01472,CUUS06259,11-02-2026,WUS00016,Web
SOUS01473,CUUS01984,20-01-2026,WUS00001,Web
SOUS01474,CUUS05482,24-01-2026,WUS00002,Web
SOUS01475,CUUS08537,15-02-2026,WUS00003,ERP
SOUS01476,CUUS05593,15-02-2026,WUS00004,CRM
SOUS01477,CUUS01667,02-01-2026,WUS00005,CRM
SOUS01478,CUUS09281,31-01-2026,WUS00006,CRM
SOUS01479,CUUS02955,02-01-2026,WUS00007,ERP
SOUS01480,CUUS09102,03-01-2026,WUS00008,CRM
SOUS01481,CUUS01648,03-01-2026,WUS00009,ERP
SOUS01482,CUUS00375,15-01-2026,WUS00010,Web
SOUS01483,CUUS01673,12-01-2026,WUS00011,CRM
SOUS01484,CUUS06036,20-01-2026,WUS00012,Web
SOUS01485,CUUS02648,16-01-2026,WUS00013,ERP
SOUS01486,CUUS07724,02-01-2026,WUS00014,Web
SOUS01487,CUUS00432,12-01-2026,WUS00015,Web
SOUS01488,CUUS06053,20-02-2026,WUS00016,CRM
SOUS01489,CUUS02972,25-01-2026,WUS00001,ERP
SOUS01490,CUUS05587,09-02-2026,WUS00002,Web
SOUS01491,CUUS08889,03-02-2026,WUS00003,Web
SOUS01492,CUUS05191,14-01-2026,WUS00004,Web
SOUS01493,CUUS04761,06-02-2026,WUS00005,Web
SOUS01494,CUUS06476,17-02-2026,WUS00006,ERP
SOUS01495,CUUS08342,10-02-2026,WUS00007,CRM
SOUS01496,CUUS03453,20-01-2026,WUS00008,CRM
SOUS01497,CUUS08843,12-02-2026,WUS00009,Web
SOUS01498,CUUS02729,16-01-2026,WUS00010,ERP
SOUS01499,CUUS07723,30-01-2026,WUS00011,CRM
SOUS01500,CUUS06142,23-02-2026,WUS00012,ERP
SOUS01501,CUUS08362,09-02-2026,WUS00013,CRM
SOUS01502,CUUS08752,27-01-2026,WUS00014,Web
SOUS01503,CUUS07034,29-01-2026,WUS00015,Web
SOUS01504,CUUS05546,27-01-2026,WUS00016,ERP
SOUS01505,CUUS04213,26-01-2026,WUS00001,CRM
SOUS01506,CUUS05229,23-02-2026,WUS00002,ERP
SOUS01507,CUUS02582,25-01-2026,WUS00003,Web
SOUS01508,CUUS00936,17-01-2026,WUS00004,CRM
SOUS01509,CUUS02519,11-02-2026,WUS00005,Web
SOUS01510,CUUS07123,06-01-2026,WUS00006,Web
SOUS01511,CUUS07561,10-02-2026,WUS00007,ERP
SOUS01512,CUUS09385,15-01-2026,WUS00008,ERP
SOUS01513,CUUS07518,10-01-2026,WUS00009,CRM
SOUS01514,CUUS09229,15-01-2026,WUS00010,Web
SOUS01515,CUUS02632,01-01-2026,WUS00011,CRM
SOUS01516,CUUS07299,11-02-2026,WUS00012,Web
SOUS01517,CUUS01959,17-02-2026,WUS00013,ERP
SOUS01518,CUUS06881,31-01-2026,WUS00014,CRM
SOUS01519,CUUS08282,25-01-2026,WUS00015,Web
SOUS01520,CUUS06641,19-01-2026,WUS00016,CRM
SOUS01521,CUUS04484,28-01-2026,WUS00001,Web
SOUS01522,CUUS07003,26-01-2026,WUS00002,ERP
SOUS01523,CUUS02669,05-01-2026,WUS00003,ERP
SOUS01524,CUUS04861,05-02-2026,WUS00004,Web
SOUS01525,CUUS00752,15-01-2026,WUS00005,ERP
SOUS01526,CUUS04601,25-01-2026,WUS00006,Web
SOUS01527,CUUS09387,21-02-2026,WUS00007,Web
SOUS01528,CUUS06811,01-01-2026,WUS00008,CRM
SOUS01529,CUUS04273,31-01-2026,WUS00009,Web
SOUS01530,CUUS06368,01-01-2026,WUS00010,Web
SOUS01531,CUUS03705,18-02-2026,WUS00011,ERP
SOUS01532,CUUS08190,24-01-2026,WUS00012,ERP
SOUS01533,CUUS06430,13-02-2026,WUS00013,ERP
SOUS01534,CUUS02919,21-01-2026,WUS00014,Web
SOUS01535,CUUS08251,17-01-2026,WUS00015,ERP
SOUS01536,CUUS01743,16-01-2026,WUS00016,Web
SOUS01537,CUUS01783,05-02-2026,WUS00001,CRM
SOUS01538,CUUS00133,14-02-2026,WUS00002,Web
SOUS01539,CUUS08200,03-01-2026,WUS00003,CRM
SOUS01540,CUUS09266,06-01-2026,WUS00004,CRM
SOUS01541,CUUS04008,24-02-2026,WUS00005,Web
SOUS01542,CUUS04640,18-01-2026,WUS00006,CRM
SOUS01543,CUUS01744,22-02-2026,WUS00007,Web
SOUS01544,CUUS00009,22-02-2026,WUS00008,ERP
SOUS01545,CUUS05348,04-02-2026,WUS00009,CRM
SOUS01546,CUUS03960,12-01-2026,WUS00010,ERP
SOUS01547,CUUS06810,06-02-2026,WUS00011,CRM
SOUS01548,CUUS05407,24-01-2026,WUS00012,CRM
SOUS01549,CUUS03555,09-01-2026,WUS00013,CRM
SOUS01550,CUUS09403,31-01-2026,WUS00014,Web
SOUS01551,CUUS03738,15-02-2026,WUS00015,ERP
SOUS01552,CUUS05261,04-02-2026,WUS00016,ERP
SOUS01553,CUUS04622,25-02-2026,WUS00001,ERP
SOUS01554,CUUS04494,17-02-2026,WUS00002,ERP
SOUS01555,CUUS02727,16-02-2026,WUS00003,ERP
SOUS01556,CUUS02068,31-01-2026,WUS00004,ERP
SOUS01557,CUUS01263,16-01-2026,WUS00005,Web
SOUS01558,CUUS04709,08-01-2026,WUS00006,ERP
SOUS01559,CUUS01217,27-01-2026,WUS00007,CRM
SOUS01560,CUUS00423,18-02-2026,WUS00008,ERP
SOUS01561,CUUS08923,19-01-2026,WUS00009,CRM
SOUS01562,CUUS00574,18-02-2026,WUS00010,CRM
SOUS01563,CUUS04317,24-01-2026,WUS00011,ERP
SOUS01564,CUUS07896,29-01-2026,WUS00012,ERP
SOUS01565,CUUS04914,16-01-2026,WUS00013,ERP
SOUS01566,CUUS05322,09-01-2026,WUS00014,Web
SOUS01567,CUUS01685,08-02-2026,WUS00015,CRM
SOUS01568,CUUS07265,03-02-2026,WUS00016,ERP
SOUS01569,CUUS09952,03-02-2026,WUS00001,Web
SOUS01570,CUUS07899,05-01-2026,WUS00002,CRM
SOUS01571,CUUS07639,13-02-2026,WUS00003,ERP
SOUS01572,CUUS06109,15-01-2026,WUS00004,CRM
SOUS01573,CUUS02151,12-02-2026,WUS00005,ERP
SOUS01574,CUUS00390,22-02-2026,WUS00006,CRM
SOUS01575,CUUS05716,26-01-2026,WUS00007,Web
SOUS01576,CUUS07478,24-01-2026,WUS00008,Web
SOUS01577,CUUS03714,22-02-2026,WUS00009,CRM
SOUS01578,CUUS06513,04-01-2026,WUS00010,ERP
SOUS01579,CUUS00788,05-01-2026,WUS00011,ERP
SOUS01580,CUUS08213,05-02-2026,WUS00012,CRM
SOUS01581,CUUS08563,22-01-2026,WUS00013,Web
SOUS01582,CUUS06456,24-02-2026,WUS00014,ERP
SOUS01583,CUUS03274,12-01-2026,WUS00015,CRM
SOUS01584,CUUS03522,05-02-2026,WUS00016,Web
SOUS01585,CUUS01333,11-02-2026,WUS00001,CRM
SOUS01586,CUUS06004,15-02-2026,WUS00002,ERP
SOUS01587,CUUS05880,10-02-2026,WUS00003,ERP
SOUS01588,CUUS04604,09-01-2026,WUS00004,Web
SOUS01589,CUUS09390,13-01-2026,WUS00005,ERP
SOUS01590,CUUS00588,15-01-2026,WUS00006,CRM
SOUS01591,CUUS00060,02-02-2026,WUS00007,CRM
SOUS01592,CUUS08854,20-01-2026,WUS00008,Web
SOUS01593,CUUS09189,31-01-2026,WUS00009,ERP
SOUS01594,CUUS08638,31-01-2026,WUS00010,Web
SOUS01595,CUUS07548,05-01-2026,WUS00011,ERP
SOUS01596,CUUS07294,18-01-2026,WUS00012,Web
SOUS01597,CUUS01411,21-01-2026,WUS00013,Web
SOUS01598,CUUS06740,25-01-2026,WUS00014,Web
SOUS01599,CUUS08405,03-02-2026,WUS00015,CRM
SOUS01600,CUUS04385,07-02-2026,WUS00016,Web
SOUS01601,CUUS01051,21-02-2026,WUS00001,ERP
