Inventory_ID,Product_ID,Warehouse_ID,Quantity
IUS2432,PRUS05084,WUS00016,171.0
IUS2433,PRUS02963,WUS00001,88.0
IUS2434,PRUS02418,WUS00002,101.0
IUS2435,PRUS08681,WUS00003,199.0
IUS2436,PRUS09762,WUS00004,458.0
IUS2437,PRUS02388,WUS00005,436.0
IUS2438,PRUS05625,WUS00006,144.0
IUS2439,PRUS00607,WUS00007,336.0
IUS2440,PRUS09380,WUS00008,106.0
IUS2441,PRUS06296,WUS00009,238.0
IUS2442,PRUS00888,WUS00010,256.0
IUS2443,PRUS00597,WUS00011,315.0
IUS2444,PRUS00990,WUS00012,192.0
IUS2445,PRUS06489,WUS00013,108.0
IUS2446,PRUS06232,WUS00014,332.0
IUS2447,PRUS09754,WUS00015,163.0
IUS2448,PRUS04123,WUS00016,284.0
IUS2449,PRUS05618,WUS00001,493.0
IUS2450,PRUS02055,WUS00002,163.0
IUS2451,PRUS08810,WUS00003,260.0
IUS2452,PRUS03728,WUS00004,95.0
IUS2453,PRUS07910,WUS00005,94.0
IUS2454,PRUS06921,WUS00006,388.0
IUS2455,PRUS09604,WUS00007,102.0
IUS2456,PRUS04479,WUS00008,401.0
IUS2457,PRUS01199,WUS00009,448.0
IUS2458,PRUS09096,WUS00010,26.0
IUS2459,PRUS06148,WUS00011,488.0
IUS2460,PRUS06289,WUS00012,487.0
IUS2461,PRUS08381,WUS00013,216.0
IUS2462,PRUS09759,WUS00014,470.0
IUS2463,PRUS08747,WUS00015,289.0
IUS2464,PRUS04523,WUS00016,173.0
IUS2465,PRUS03873,WUS00001,248.0
IUS2466,PRUS06605,WUS00002,215.0
IUS2467,PRUS09352,WUS00003,36.0
IUS2468,PRUS02873,WUS00004,192.0
IUS2469,PRUS06757,WUS00005,64.0
IUS2470,PRUS09953,WUS00006,35.0
IUS2471,PRUS07467,WUS00007,395.0
IUS2472,PRUS01059,WUS00008,27.0
IUS2473,PRUS04103,WUS00009,185.0
IUS2474,PRUS06581,WUS00010,92.0
IUS2475,PRUS05659,WUS00011,267.0
IUS2476,PRUS05557,WUS00012,30.0
IUS2477,PRUS08975,WUS00013,118.0
IUS2478,PRUS02488,WUS00014,9.0
IUS2479,PRUS03668,WUS00015,208.0
IUS2480,PRUS03392,WUS00016,409.0
IUS2481,PRUS08334,WUS00001,235.0
IUS2482,PRUS01325,WUS00002,469.0
IUS2483,PRUS08372,WUS00003,160.0
IUS2484,PRUS00874,WUS00004,169.0
IUS2485,PRUS03535,WUS00005,397.0
IUS2486,PRUS08183,WUS00006,220.0
IUS2487,PRUS00127,WUS00007,240.0
IUS2488,PRUS01724,WUS00008,488.0
IUS2489,PRUS01564,WUS00009,403.0
IUS2490,PRUS05633,WUS00010,426.0
IUS2491,PRUS09794,WUS00011,470.0
IUS2492,PRUS02495,WUS00012,456.0
IUS2493,PRUS03226,WUS00013,246.0
IUS2494,PRUS03973,WUS00014,295.0
IUS2495,PRUS07583,WUS00015,3.0
IUS2496,PRUS06220,WUS00016,56.0
IUS2497,PRUS05471,WUS00001,453.0
IUS2498,PRUS00592,WUS00002,63.0
IUS2499,PRUS01337,WUS00003,176.0
IUS2500,PRUS02235,WUS00004,108.0
IUS2501,PRUS00428,WUS00005,138.0
IUS2502,PRUS06951,WUS00006,273.0
IUS2503,PRUS04087,WUS00007,236.0
IUS2504,PRUS00807,WUS00008,500.0
IUS2505,PRUS04619,WUS00009,366.0
IUS2506,PRUS09873,WUS00010,123.0
IUS2507,PRUS03484,WUS00011,79.0
IUS2508,PRUS03033,WUS00012,341.0
IUS2509,PRUS09681,WUS00013,228.0
IUS2510,PRUS09951,WUS00014,356.0
IUS2511,PRUS03469,WUS00015,186.0
IUS2512,PRUS07358,WUS00016,41.0
IUS2513,PRUS00655,WUS00001,397.0
IUS2514,PRUS04071,WUS00002,84.0
IUS2515,PRUS04949,WUS00003,429.0
IUS2516,PRUS02517,WUS00004,389.0
IUS2517,PRUS00809,WUS00005,14.0
IUS2518,PRUS00177,WUS00006,378.0
IUS2519,PRUS06590,WUS00007,101.0
IUS2520,PRUS07921,WUS00008,359.0
IUS2521,PRUS01817,WUS00009,408.0
IUS2522,PRUS01039,WUS00010,495.0
IUS2523,PRUS03186,WUS00011,349.0
IUS2524,PRUS07909,WUS00012,8.0
IUS2525,PRUS00584,WUS00013,8.0
IUS2526,PRUS08031,WUS00014,488.0
IUS2527,PRUS05719,WUS00015,341.0
IUS2528,PRUS06200,WUS00016,303.0
IUS2529,PRUS03984,WUS00001,108.0
IUS2530,PRUS05628,WUS00002,233.0
IUS2531,PRUS06785,WUS00003,26.0
IUS2532,PRUS03265,WUS00004,374.0
IUS2533,PRUS04806,WUS00005,65.0
IUS2534,PRUS00892,WUS00006,392.0
IUS2535,PRUS06193,WUS00007,277.0
IUS2536,PRUS05354,WUS00008,255.0
IUS2537,PRUS06719,WUS00009,190.0
IUS2538,PRUS08506,WUS00010,148.0
IUS2539,PRUS09788,WUS00011,212.0
IUS2540,PRUS01291,WUS00012,336.0
IUS2541,PRUS03594,WUS00013,478.0
IUS2542,PRUS05222,WUS00014,394.0
IUS2543,PRUS00153,WUS00015,344.0
IUS2544,PRUS08586,WUS00016,435.0
IUS2545,PRUS05019,WUS00001,19.0
IUS2546,PRUS02071,WUS00002,478.0
IUS2547,PRUS06791,WUS00003,32.0
IUS2548,PRUS07005,WUS00004,81.0
IUS2549,PRUS02761,WUS00005,80.0
IUS2550,PRUS05107,WUS00006,335.0
IUS2551,PRUS04784,WUS00007,111.0
IUS2552,PRUS00276,WUS00008,340.0
IUS2553,PRUS02947,WUS00009,243.0
IUS2554,PRUS04728,WUS00010,490.0
IUS2555,PRUS01594,WUS00011,223.0
IUS2556,PRUS00211,WUS00012,190.0
IUS2557,PRUS03410,WUS00013,496.0
IUS2558,PRUS04245,WUS00014,30.0
IUS2559,PRUS02992,WUS00015,371.0
IUS2560,PRUS05630,WUS00016,195.0
IUS2561,PRUS08232,WUS00001,435.0
IUS2562,PRUS03045,WUS00002,17.0
IUS2563,PRUS03146,WUS00003,130.0
IUS2564,PRUS01449,WUS00004,219.0
IUS2565,PRUS06290,WUS00005,97.0
IUS2566,PRUS02243,WUS00006,301.0
IUS2567,PRUS00596,WUS00007,475.0
IUS2568,PRUS07530,WUS00008,124.0
IUS2569,PRUS09894,WUS00009,86.0
IUS2570,PRUS04501,WUS00010,410.0
IUS2571,PRUS03662,WUS00011,415.0
IUS2572,PRUS06515,WUS00012,413.0
IUS2573,PRUS05632,WUS00013,396.0
IUS2574,PRUS09234,WUS00014,266.0
IUS2575,PRUS08200,WUS00015,158.0
IUS2576,PRUS04553,WUS00016,311.0
IUS2577,PRUS00871,WUS00001,38.0
IUS2578,PRUS06223,WUS00002,68.0
IUS2579,PRUS09635,WUS00003,414.0
IUS2580,PRUS04524,WUS00004,314.0
IUS2581,PRUS01534,WUS00005,389.0
IUS2582,PRUS05821,WUS00006,7.0
IUS2583,PRUS05660,WUS00007,440.0
IUS2584,PRUS04672,WUS00008,462.0
IUS2585,PRUS06798,WUS00009,432.0
IUS2586,PRUS02354,WUS00010,95.0
IUS2587,PRUS06854,WUS00011,199.0
IUS2588,PRUS07602,WUS00012,410.0
IUS2589,PRUS05753,WUS00013,326.0
IUS2590,PRUS01284,WUS00014,489.0
IUS2591,PRUS02283,WUS00015,90.0
IUS2592,PRUS08443,WUS00016,410.0
IUS2593,PRUS04228,WUS00001,457.0
IUS2594,PRUS06820,WUS00002,338.0
IUS2595,PRUS02181,WUS00003,419.0
IUS2596,PRUS08476,WUS00004,40.0
IUS2597,PRUS08878,WUS00005,93.0
IUS2598,PRUS04130,WUS00006,267.0
IUS2599,PRUS00120,WUS00007,77.0
IUS2600,PRUS06607,WUS00008,348.0
IUS2601,PRUS08134,WUS00009,15.0
IUS2602,PRUS05730,WUS00010,68.0
IUS2603,PRUS02336,WUS00011,18.0
IUS2604,PRUS00765,WUS00012,53.0
IUS2605,PRUS04681,WUS00013,289.0
IUS2606,PRUS05535,WUS00014,366.0
IUS2607,PRUS04764,WUS00015,68.0
IUS2608,PRUS08063,WUS00016,427.0
IUS2609,PRUS03953,WUS00001,426.0
IUS2610,PRUS07038,WUS00002,430.0
IUS2611,PRUS07317,WUS00003,341.0
IUS2612,PRUS00860,WUS00004,190.0
IUS2613,PRUS01763,WUS00005,185.0
IUS2614,PRUS00468,WUS00006,122.0
IUS2615,PRUS04391,WUS00007,477.0
IUS2616,PRUS00564,WUS00008,38.0
IUS2617,PRUS08014,WUS00009,313.0
IUS2618,PRUS01530,WUS00010,342.0
IUS2619,PRUS04313,WUS00011,268.0
IUS2620,PRUS07222,WUS00012,137.0
IUS2621,PRUS08952,WUS00013,240.0
IUS2622,PRUS02402,WUS00014,380.0
IUS2623,PRUS07904,WUS00015,489.0
IUS2624,PRUS02066,WUS00016,84.0
IUS2625,PRUS09930,WUS00001,360.0
IUS2626,PRUS00430,WUS00002,364.0
IUS2627,PRUS00877,WUS00003,49.0
IUS2628,PRUS02204,WUS00004,300.0
IUS2629,PRUS02328,WUS00005,236.0
IUS2630,PRUS02568,WUS00006,307.0
IUS2631,PRUS05462,WUS00007,500.0
IUS2632,PRUS00277,WUS00008,208.0
IUS2633,PRUS09063,WUS00009,57.0
IUS2634,PRUS01987,WUS00010,392.0
IUS2635,PRUS06506,WUS00011,3.0
IUS2636,PRUS00960,WUS00012,272.0
IUS2637,PRUS00407,WUS00013,307.0
IUS2638,PRUS04195,WUS00014,456.0
IUS2639,PRUS02835,WUS00015,71.0
IUS2640,PRUS06040,WUS00016,290.0
IUS2641,PRUS01723,WUS00001,392.0
IUS2642,PRUS02400,WUS00002,404.0
IUS2643,PRUS08935,WUS00003,331.0
IUS2644,PRUS09623,WUS00004,240.0
IUS2645,PRUS07567,WUS00005,301.0
IUS2646,PRUS03180,WUS00006,390.0
IUS2647,PRUS09718,WUS00007,450.0
IUS2648,PRUS08192,WUS00008,94.0
IUS2649,PRUS09959,WUS00009,479.0
IUS2650,PRUS08389,WUS00010,218.0
IUS2651,PRUS00286,WUS00011,182.0
IUS2652,PRUS03054,WUS00012,423.0
IUS2653,PRUS03382,WUS00013,251.0
IUS2654,PRUS01933,WUS00014,317.0
IUS2655,PRUS00881,WUS00015,451.0
IUS2656,PRUS06251,WUS00016,440.0
IUS2657,PRUS09145,WUS00001,445.0
IUS2658,PRUS07983,WUS00002,190.0
IUS2659,PRUS08090,WUS00003,8.0
IUS2660,PRUS06620,WUS00004,396.0
IUS2661,PRUS02796,WUS00005,471.0
IUS2662,PRUS03678,WUS00006,365.0
IUS2663,PRUS00665,WUS00007,478.0
IUS2664,PRUS07890,WUS00008,42.0
IUS2665,PRUS07730,WUS00009,195.0
IUS2666,PRUS04287,WUS00010,150.0
IUS2667,PRUS04831,WUS00011,480.0
IUS2668,PRUS01338,WUS00012,47.0
IUS2669,PRUS09361,WUS00013,145.0
IUS2670,PRUS02464,WUS00014,419.0
IUS2671,PRUS06035,WUS00015,305.0
IUS2672,PRUS06476,WUS00016,144.0
IUS2673,PRUS02375,WUS00001,143.0
IUS2674,PRUS00400,WUS00002,376.0
IUS2675,PRUS07385,WUS00003,499.0
IUS2676,PRUS04357,WUS00004,237.0
IUS2677,PRUS00460,WUS00005,449.0
IUS2678,PRUS00125,WUS00006,53.0
IUS2679,PRUS02334,WUS00007,79.0
IUS2680,PRUS08220,WUS00008,493.0
IUS2681,PRUS07560,WUS00009,330.0
IUS2682,PRUS06013,WUS00010,485.0
IUS2683,PRUS07586,WUS00011,278.0
IUS2684,PRUS07744,WUS00012,43.0
IUS2685,PRUS08202,WUS00013,489.0
IUS2686,PRUS03502,WUS00014,123.0
IUS2687,PRUS06693,WUS00015,437.0
IUS2688,PRUS01429,WUS00016,257.0
IUS2689,PRUS00098,WUS00001,450.0
IUS2690,PRUS07126,WUS00002,124.0
IUS2691,PRUS01951,WUS00003,380.0
IUS2692,PRUS07710,WUS00004,123.0
IUS2693,PRUS06693,WUS00005,186.0
IUS2694,PRUS08807,WUS00006,230.0
IUS2695,PRUS00322,WUS00007,393.0
IUS2696,PRUS05476,WUS00008,275.0
IUS2697,PRUS07943,WUS00009,152.0
IUS2698,PRUS00253,WUS00010,267.0
IUS2699,PRUS03979,WUS00011,475.0
IUS2700,PRUS04653,WUS00012,162.0
IUS2701,PRUS00543,WUS00013,70.0
IUS2702,PRUS02505,WUS00014,254.0
IUS2703,PRUS01573,WUS00015,48.0
IUS2704,PRUS03150,WUS00016,353.0
IUS2705,PRUS05264,WUS00001,224.0
IUS2706,PRUS04300,WUS00002,294.0
IUS2707,PRUS04869,WUS00003,43.0
IUS2708,PRUS08191,WUS00004,370.0
IUS2709,PRUS08871,WUS00005,293.0
IUS2710,PRUS02328,WUS00006,245.0
IUS2711,PRUS05659,WUS00007,8.0
IUS2712,PRUS05929,WUS00008,356.0
IUS2713,PRUS06534,WUS00009,342.0
IUS2714,PRUS06220,WUS00010,36.0
IUS2715,PRUS04443,WUS00011,368.0
IUS2716,PRUS09280,WUS00012,411.0
IUS2717,PRUS09132,WUS00013,241.0
IUS2718,PRUS04002,WUS00014,387.0
IUS2719,PRUS00570,WUS00015,166.0
IUS2720,PRUS04945,WUS00016,341.0
IUS2721,PRUS06825,WUS00001,136.0
IUS2722,PRUS06461,WUS00002,316.0
IUS2723,PRUS04846,WUS00003,10.0
IUS2724,PRUS02948,WUS00004,414.0
IUS2725,PRUS08561,WUS00005,171.0
IUS2726,PRUS04632,WUS00006,457.0
IUS2727,PRUS07148,WUS00007,237.0
IUS2728,PRUS06707,WUS00008,210.0
IUS2729,PRUS07755,WUS00009,99.0
IUS2730,PRUS09463,WUS00010,274.0
IUS2731,PRUS01583,WUS00011,140.0
IUS2732,PRUS02836,WUS00012,164.0
IUS2733,PRUS08725,WUS00013,6.0
IUS2734,PRUS05018,WUS00014,387.0
IUS2735,PRUS01901,WUS00015,293.0
IUS2736,PRUS04083,WUS00016,412.0
IUS2737,PRUS03955,WUS00001,250.0
IUS2738,PRUS06731,WUS00002,226.0
IUS2739,PRUS05967,WUS00003,43.0
IUS2740,PRUS03815,WUS00004,42.0
IUS2741,PRUS08896,WUS00005,428.0
IUS2742,PRUS08197,WUS00006,134.0
IUS2743,PRUS03922,WUS00007,431.0
IUS2744,PRUS08102,WUS00008,215.0
IUS2745,PRUS00972,WUS00009,115.0
IUS2746,PRUS06374,WUS00010,274.0
IUS2747,PRUS04388,WUS00011,37.0
IUS2748,PRUS00199,WUS00012,413.0
IUS2749,PRUS05055,WUS00013,380.0
IUS2750,PRUS08658,WUS00014,344.0
IUS2751,PRUS09502,WUS00015,419.0
IUS2752,PRUS02823,WUS00016,354.0
IUS2753,PRUS03477,WUS00001,194.0
IUS2754,PRUS06760,WUS00002,375.0
IUS2755,PRUS08624,WUS00003,93.0
IUS2756,PRUS01339,WUS00004,291.0
IUS2757,PRUS07686,WUS00005,233.0
IUS2758,PRUS00883,WUS00006,334.0
IUS2759,PRUS07110,WUS00007,481.0
IUS2760,PRUS09234,WUS00008,233.0
IUS2761,PRUS05106,WUS00009,448.0
IUS2762,PRUS08964,WUS00010,176.0
IUS2763,PRUS04924,WUS00011,423.0
IUS2764,PRUS01864,WUS00012,25.0
IUS2765,PRUS08152,WUS00013,14.0
IUS2766,PRUS07920,WUS00014,382.0
IUS2767,PRUS04747,WUS00015,312.0
IUS2768,PRUS00422,WUS00016,455.0
IUS2769,PRUS00719,WUS00001,249.0
IUS2770,PRUS07326,WUS00002,82.0
IUS2771,PRUS08666,WUS00003,124.0
IUS2772,PRUS09500,WUS00004,74.0
IUS2773,PRUS08648,WUS00005,262.0
IUS2774,PRUS03862,WUS00006,277.0
IUS2775,PRUS07379,WUS00007,397.0
IUS2776,PRUS01779,WUS00008,246.0
IUS2777,PRUS01621,WUS00009,419.0
IUS2778,PRUS02186,WUS00010,485.0
IUS2779,PRUS04232,WUS00011,206.0
IUS2780,PRUS02934,WUS00012,168.0
IUS2781,PRUS03462,WUS00013,223.0
IUS2782,PRUS06001,WUS00014,230.0
IUS2783,PRUS00682,WUS00015,213.0
IUS2784,PRUS00980,WUS00016,39.0
IUS2785,PRUS05357,WUS00001,71.0
IUS2786,PRUS00073,WUS00002,150.0
IUS2787,PRUS05536,WUS00003,82.0
IUS2788,PRUS06074,WUS00004,108.0
IUS2789,PRUS08628,WUS00005,170.0
IUS2790,PRUS02826,WUS00006,103.0
IUS2791,PRUS07377,WUS00007,2.0
IUS2792,PRUS03385,WUS00008,219.0
IUS2793,PRUS02431,WUS00009,283.0
IUS2794,PRUS03346,WUS00010,442.0
IUS2795,PRUS04698,WUS00011,121.0
IUS2796,PRUS05566,WUS00012,306.0
IUS2797,PRUS01221,WUS00013,73.0
IUS2798,PRUS05110,WUS00014,272.0
IUS2799,PRUS07299,WUS00015,200.0
IUS2800,PRUS08591,WUS00016,309.0
IUS2801,PRUS09779,WUS00001,459.0
IUS2802,PRUS02248,WUS00002,418.0
IUS2803,PRUS08408,WUS00003,3.0
IUS2804,PRUS01516,WUS00004,39.0
IUS2805,PRUS02336,WUS00005,33.0
IUS2806,PRUS00601,WUS00006,438.0
IUS2807,PRUS04595,WUS00007,110.0
IUS2808,PRUS01708,WUS00008,91.0
IUS2809,PRUS02047,WUS00009,167.0
IUS2810,PRUS03081,WUS00010,390.0
IUS2811,PRUS01625,WUS00011,391.0
IUS2812,PRUS04594,WUS00012,496.0
IUS2813,PRUS08443,WUS00013,302.0
IUS2814,PRUS08524,WUS00014,428.0
IUS2815,PRUS01517,WUS00015,319.0
IUS2816,PRUS06788,WUS00016,220.0
IUS2817,PRUS06941,WUS00001,379.0
IUS2818,PRUS01458,WUS00002,38.0
IUS2819,PRUS03695,WUS00003,143.0
IUS2820,PRUS08320,WUS00004,9.0
IUS2821,PRUS05238,WUS00005,52.0
IUS2822,PRUS04388,WUS00006,318.0
IUS2823,PRUS03040,WUS00007,197.0
IUS2824,PRUS05757,WUS00008,57.0
IUS2825,PRUS03981,WUS00009,129.0
IUS2826,PRUS05523,WUS00010,264.0
IUS2827,PRUS09002,WUS00011,226.0
IUS2828,PRUS03354,WUS00012,112.0
IUS2829,PRUS01207,WUS00013,385.0
IUS2830,PRUS05166,WUS00014,305.0
IUS2831,PRUS07639,WUS00015,33.0
IUS2832,PRUS00680,WUS00016,195.0
IUS2833,PRUS09433,WUS00001,135.0
IUS2834,PRUS03437,WUS00002,477.0
IUS2835,PRUS01995,WUS00003,400.0
IUS2836,PRUS08753,WUS00004,408.0
IUS2837,PRUS05131,WUS00005,173.0
IUS2838,PRUS05134,WUS00006,158.0
IUS2839,PRUS05089,WUS00007,228.0
IUS2840,PRUS05035,WUS00008,283.0
IUS2841,PRUS07517,WUS00009,345.0
IUS2842,PRUS00949,WUS00010,187.0
IUS2843,PRUS07482,WUS00011,287.0
IUS2844,PRUS07047,WUS00012,209.0
IUS2845,PRUS05327,WUS00013,192.0
IUS2846,PRUS01581,WUS00014,466.0
IUS2847,PRUS00398,WUS00015,450.0
IUS2848,PRUS09786,WUS00016,199.0
IUS2849,PRUS04458,WUS00001,25.0
IUS2850,PRUS05264,WUS00002,25.0
IUS2851,PRUS07360,WUS00003,449.0
IUS2852,PRUS06505,WUS00004,321.0
IUS2853,PRUS02804,WUS00005,424.0
IUS2854,PRUS08857,WUS00006,49.0
IUS2855,PRUS02771,WUS00007,372.0
IUS2856,PRUS07429,WUS00008,133.0
IUS2857,PRUS08350,WUS00009,364.0
IUS2858,PRUS03525,WUS00010,406.0
IUS2859,PRUS04962,WUS00011,124.0
IUS2860,PRUS02920,WUS00012,458.0
IUS2861,PRUS08679,WUS00013,332.0
IUS2862,PRUS00097,WUS00014,58.0
IUS2863,PRUS02084,WUS00015,131.0
IUS2864,PRUS08274,WUS00016,323.0
IUS2865,PRUS04254,WUS00001,185.0
IUS2866,PRUS08786,WUS00002,195.0
IUS2867,PRUS06007,WUS00003,233.0
IUS2868,PRUS00059,WUS00004,358.0
IUS2869,PRUS00626,WUS00005,24.0
IUS2870,PRUS00014,WUS00006,164.0
IUS2871,PRUS04733,WUS00007,261.0
IUS2872,PRUS05177,WUS00008,438.0
IUS2873,PRUS02841,WUS00009,162.0
IUS2874,PRUS04799,WUS00010,78.0
IUS2875,PRUS09429,WUS00011,136.0
IUS2876,PRUS03661,WUS00012,121.0
IUS2877,PRUS02218,WUS00013,275.0
IUS2878,PRUS07515,WUS00014,113.0
IUS2879,PRUS05691,WUS00015,404.0
IUS2880,PRUS05697,WUS00016,342.0
IUS2881,PRUS00482,WUS00001,177.0
IUS2882,PRUS02450,WUS00002,38.0
IUS2883,PRUS03146,WUS00003,456.0
IUS2884,PRUS09325,WUS00004,414.0
IUS2885,PRUS08763,WUS00005,436.0
IUS2886,PRUS01492,WUS00006,153.0
IUS2887,PRUS08873,WUS00007,315.0
IUS2888,PRUS02735,WUS00008,225.0
IUS2889,PRUS01471,WUS00009,383.0
IUS2890,PRUS02894,WUS00010,208.0
IUS2891,PRUS07214,WUS00011,482.0
IUS2892,PRUS08255,WUS00012,248.0
IUS2893,PRUS03066,WUS00013,229.0
IUS2894,PRUS09110,WUS00014,192.0
IUS2895,PRUS01646,WUS00015,153.0
IUS2896,PRUS07191,WUS00016,426.0
IUS2897,PRUS06930,WUS00001,323.0
IUS2898,PRUS00503,WUS00002,110.0
IUS2899,PRUS07031,WUS00003,442.0
IUS2900,PRUS08320,WUS00004,62.0
IUS2901,PRUS07222,WUS00005,477.0
IUS2902,PRUS07979,WUS00006,149.0
IUS2903,PRUS05943,WUS00007,52.0
IUS2904,PRUS03819,WUS00008,399.0
IUS2905,PRUS06574,WUS00009,124.0
IUS2906,PRUS04303,WUS00010,278.0
IUS2907,PRUS03843,WUS00011,276.0
IUS2908,PRUS03822,WUS00012,7.0
IUS2909,PRUS08741,WUS00013,270.0
IUS2910,PRUS04655,WUS00014,435.0
IUS2911,PRUS06832,WUS00015,55.0
IUS2912,PRUS00124,WUS00016,456.0
IUS2913,PRUS08530,WUS00001,244.0
IUS2914,PRUS06445,WUS00002,304.0
IUS2915,PRUS03396,WUS00003,278.0
IUS2916,PRUS00410,WUS00004,109.0
IUS2917,PRUS07182,WUS00005,51.0
IUS2918,PRUS09067,WUS00006,45.0
IUS2919,PRUS01678,WUS00007,215.0
IUS2920,PRUS09075,WUS00008,3.0
IUS2921,PRUS01062,WUS00009,388.0
IUS2922,PRUS05593,WUS00010,491.0
IUS2923,PRUS03391,WUS00011,375.0
IUS2924,PRUS05469,WUS00012,183.0
IUS2925,PRUS00130,WUS00013,432.0
IUS2926,PRUS07469,WUS00014,487.0
IUS2927,PRUS04334,WUS00015,229.0
IUS2928,PRUS08644,WUS00016,53.0
IUS2929,PRUS01381,WUS00001,117.0
IUS2930,PRUS00137,WUS00002,188.0
IUS2931,PRUS07795,WUS00003,71.0
IUS2932,PRUS03366,WUS00004,390.0
IUS2933,PRUS05519,WUS00005,179.0
IUS2934,PRUS03489,WUS00006,348.0
IUS2935,PRUS06913,WUS00007,459.0
IUS2936,PRUS05292,WUS00008,397.0
IUS2937,PRUS08659,WUS00009,440.0
IUS2938,PRUS08571,WUS00010,285.0
IUS2939,PRUS02914,WUS00011,235.0
IUS2940,PRUS08512,WUS00012,477.0
IUS2941,PRUS08700,WUS00013,388.0
IUS2942,PRUS05177,WUS00014,100.0
IUS2943,PRUS09444,WUS00015,40.0
IUS2944,PRUS00750,WUS00016,250.0
IUS2945,PRUS06117,WUS00001,185.0
IUS2946,PRUS04378,WUS00002,444.0
IUS2947,PRUS04545,WUS00003,169.0
IUS2948,PRUS01312,WUS00004,153.0
IUS2949,PRUS07803,WUS00005,375.0
IUS2950,PRUS09284,WUS00006,157.0
IUS2951,PRUS08068,WUS00007,251.0
IUS2952,PRUS09598,WUS00008,175.0
IUS2953,PRUS08171,WUS00009,277.0
IUS2954,PRUS02043,WUS00010,150.0
IUS2955,PRUS03396,WUS00011,427.0
IUS2956,PRUS00874,WUS00012,351.0
IUS2957,PRUS02466,WUS00013,278.0
IUS2958,PRUS07535,WUS00014,417.0
IUS2959,PRUS00155,WUS00015,55.0
IUS2960,PRUS03754,WUS00016,447.0
IUS2961,PRUS00289,WUS00001,425.0
IUS2962,PRUS09508,WUS00002,36.0
IUS2963,PRUS01705,WUS00003,231.0
IUS2964,PRUS07162,WUS00004,156.0
IUS2965,PRUS03272,WUS00005,211.0
IUS2966,PRUS05450,WUS00006,361.0
IUS2967,PRUS07260,WUS00007,242.0
IUS2968,PRUS05560,WUS00008,258.0
IUS2969,PRUS02417,WUS00009,84.0
IUS2970,PRUS08475,WUS00010,50.0
IUS2971,PRUS00100,WUS00011,28.0
IUS2972,PRUS09497,WUS00012,159.0
IUS2973,PRUS00714,WUS00013,280.0
IUS2974,PRUS04195,WUS00014,160.0
IUS2975,PRUS01342,WUS00015,236.0
IUS2976,PRUS00932,WUS00016,93.0
IUS2977,PRUS04734,WUS00001,121.0
IUS2978,PRUS06141,WUS00002,320.0
IUS2979,PRUS01305,WUS00003,306.0
IUS2980,PRUS01228,WUS00004,116.0
IUS2981,PRUS08102,WUS00005,22.0
IUS2982,PRUS07310,WUS00006,306.0
IUS2983,PRUS09515,WUS00007,142.0
IUS2984,PRUS01202,WUS00008,126.0
IUS2985,PRUS08295,WUS00009,484.0
IUS2986,PRUS09333,WUS00010,29.0
IUS2987,PRUS07110,WUS00011,340.0
IUS2988,PRUS08394,WUS00012,94.0
IUS2989,PRUS03195,WUS00013,487.0
IUS2990,PRUS09859,WUS00014,58.0
IUS2991,PRUS07148,WUS00015,395.0
IUS2992,PRUS08520,WUS00016,274.0
IUS2993,PRUS05198,WUS00001,161.0
IUS2994,PRUS00461,WUS00002,331.0
IUS2995,PRUS05394,WUS00003,448.0
IUS2996,PRUS00119,WUS00004,483.0
IUS2997,PRUS01145,WUS00005,398.0
IUS2998,PRUS06013,WUS00006,352.0
IUS2999,PRUS02257,WUS00007,1.0
IUS3000,PRUS03936,WUS00008,378.0
IUS3001,PRUS04559,WUS00009,211.0
IUS3002,PRUS08284,WUS00010,496.0
IUS3003,PRUS00193,WUS00011,195.0
IUS3004,PRUS00368,WUS00012,364.0
IUS3005,PRUS09708,WUS00013,333.0
IUS3006,PRUS07469,WUS00014,40.0
IUS3007,PRUS08719,WUS00015,199.0
IUS3008,PRUS09318,WUS00016,333.0
IUS3009,PRUS03487,WUS00001,173.0
IUS3010,PRUS07283,WUS00002,89.0
IUS3011,PRUS02302,WUS00003,439.0
IUS3012,PRUS05542,WUS00004,23.0
IUS3013,PRUS01135,WUS00005,3.0
IUS3014,PRUS05915,WUS00006,341.0
IUS3015,PRUS02952,WUS00007,23.0
IUS3016,PRUS03806,WUS00008,52.0
IUS3017,PRUS09153,WUS00009,89.0
IUS3018,PRUS00395,WUS00010,31.0
IUS3019,PRUS05011,WUS00011,73.0
IUS3020,PRUS02278,WUS00012,176.0
IUS3021,PRUS04601,WUS00013,407.0
IUS3022,PRUS09220,WUS00014,9.0
IUS3023,PRUS05203,WUS00015,321.0
IUS3024,PRUS09918,WUS00016,327.0
IUS3025,PRUS03859,WUS00001,441.0
IUS3026,PRUS06795,WUS00002,23.0
IUS3027,PRUS06221,WUS00003,156.0
IUS3028,PRUS04456,WUS00004,247.0
IUS3029,PRUS05254,WUS00005,229.0
IUS3030,PRUS03929,WUS00006,248.0
IUS3031,PRUS05236,WUS00007,335.0
IUS3032,PRUS02705,WUS00008,437.0
IUS3033,PRUS08518,WUS00009,90.0
IUS3034,PRUS09808,WUS00010,492.0
IUS3035,PRUS00143,WUS00011,105.0
IUS3036,PRUS03224,WUS00012,404.0
IUS3037,PRUS07892,WUS00013,309.0
IUS3038,PRUS08461,WUS00014,426.0
