Order_Line_ID,Order_ID,Product_ID,Quantity
SOLUS02409,SOUS08593,PRUS05258,10
SOLUS02410,SOUS03838,PRUS08195,19
SOLUS02411,SOUS05571,PRUS04649,9
SOLUS02412,SOUS04466,PRUS05311,14
SOLUS02413,SOUS02375,PRUS02939,14
SOLUS02414,SOUS04870,PRUS03863,8
SOLUS02415,SOUS07573,PRUS08415,10
SOLUS02416,SOUS02789,PRUS08990,6
SOLUS02417,SOUS09851,PRUS02449,9
SOLUS02418,SOUS04117,PRUS08389,2
SOLUS02419,SOUS01157,PRUS05042,3
SOLUS02420,SOUS01468,PRUS04373,14
SOLUS02421,SOUS09635,PRUS04495,20
SOLUS02422,SOUS03283,PRUS08845,11
SOLUS02423,SOUS03047,PRUS09914,9
SOLUS02424,SOUS02001,PRUS02171,9
SOLUS02425,SOUS03709,PRUS03749,14
SOLUS02426,SOUS06747,PRUS07371,13
SOLUS02427,SOUS09252,PRUS02571,20
SOLUS02428,SOUS04644,PRUS07925,14
SOLUS02429,SOUS04988,PRUS06174,3
SOLUS02430,SOUS01688,PRUS02444,17
SOLUS02431,SOUS06973,PRUS06757,13
SOLUS02432,SOUS05938,PRUS01064,3
SOLUS02433,SOUS04856,PRUS01508,7
SOLUS02434,SOUS02988,PRUS04121,15
SOLUS02435,SOUS05973,PRUS01427,4
SOLUS02436,SOUS00010,PRUS03620,7
SOLUS02437,SOUS09846,PRUS04968,13
SOLUS02438,SOUS03728,PRUS03812,10
SOLUS02439,SOUS08894,PRUS04584,9
SOLUS02440,SOUS08499,PRUS02664,13
SOLUS02441,SOUS08002,PRUS04936,9
SOLUS02442,SOUS02237,PRUS05483,3
SOLUS02443,SOUS06370,PRUS09404,8
SOLUS02444,SOUS08373,PRUS03358,15
SOLUS02445,SOUS09531,PRUS03605,20
SOLUS02446,SOUS05403,PRUS04559,12
SOLUS02447,SOUS07518,PRUS07719,9
SOLUS02448,SOUS08818,PRUS01696,12
SOLUS02449,SOUS06276,PRUS04499,6
SOLUS02450,SOUS04249,PRUS08405,8
SOLUS02451,SOUS01918,PRUS01771,19
SOLUS02452,SOUS08538,PRUS06330,6
SOLUS02453,SOUS02083,PRUS06800,5
SOLUS02454,SOUS05033,PRUS03960,3
SOLUS02455,SOUS07775,PRUS01142,10
SOLUS02456,SOUS01531,PRUS00501,10
SOLUS02457,SOUS06117,PRUS07855,4
SOLUS02458,SOUS09462,PRUS06334,19
SOLUS02459,SOUS02616,PRUS04161,20
SOLUS02460,SOUS08171,PRUS08590,20
SOLUS02461,SOUS07587,PRUS05266,3
SOLUS02462,SOUS05627,PRUS01848,8
SOLUS02463,SOUS00681,PRUS08314,2
SOLUS02464,SOUS02576,PRUS09754,6
SOLUS02465,SOUS03849,PRUS04373,11
SOLUS02466,SOUS00189,PRUS05851,13
SOLUS02467,SOUS00658,PRUS03552,19
SOLUS02468,SOUS05152,PRUS03709,14
SOLUS02469,SOUS06112,PRUS08864,7
SOLUS02470,SOUS05614,PRUS03952,17
SOLUS02471,SOUS08416,PRUS05768,10
SOLUS02472,SOUS05100,PRUS06644,11
SOLUS02473,SOUS06788,PRUS08616,2
SOLUS02474,SOUS09725,PRUS02510,15
SOLUS02475,SOUS03887,PRUS06303,19
SOLUS02476,SOUS00653,PRUS08396,11
SOLUS02477,SOUS04821,PRUS06520,19
SOLUS02478,SOUS08225,PRUS05397,13
SOLUS02479,SOUS05422,PRUS05865,17
SOLUS02480,SOUS00034,PRUS05361,6
SOLUS02481,SOUS07735,PRUS00006,16
SOLUS02482,SOUS05423,PRUS04914,9
SOLUS02483,SOUS08851,PRUS02603,7
SOLUS02484,SOUS05086,PRUS03811,3
SOLUS02485,SOUS09294,PRUS02176,3
SOLUS02486,SOUS07715,PRUS03538,11
SOLUS02487,SOUS01493,PRUS06607,14
SOLUS02488,SOUS07799,PRUS01235,4
SOLUS02489,SOUS05098,PRUS00992,15
SOLUS02490,SOUS00368,PRUS01442,2
SOLUS02491,SOUS07255,PRUS00557,10
SOLUS02492,SOUS05204,PRUS08849,12
SOLUS02493,SOUS03020,PRUS02344,4
SOLUS02494,SOUS01901,PRUS00746,10
SOLUS02495,SOUS08475,PRUS01925,19
SOLUS02496,SOUS07916,PRUS02128,10
SOLUS02497,SOUS03261,PRUS02602,6
SOLUS02498,SOUS03713,PRUS08718,1
SOLUS02499,SOUS02073,PRUS07645,4
SOLUS02500,SOUS05754,PRUS06629,11
SOLUS02501,SOUS02066,PRUS09963,2
SOLUS02502,SOUS08562,PRUS05206,9
SOLUS02503,SOUS00045,PRUS05904,8
SOLUS02504,SOUS06566,PRUS00562,18
SOLUS02505,SOUS03366,PRUS07984,1
SOLUS02506,SOUS09774,PRUS09749,15
SOLUS02507,SOUS05367,PRUS09122,6
SOLUS02508,SOUS00376,PRUS04906,8
SOLUS02509,SOUS01541,PRUS03355,3
SOLUS02510,SOUS01866,PRUS00064,7
SOLUS02511,SOUS04807,PRUS00369,11
SOLUS02512,SOUS01517,PRUS07473,4
SOLUS02513,SOUS04929,PRUS03071,14
SOLUS02514,SOUS05928,PRUS02020,18
SOLUS02515,SOUS05670,PRUS06394,5
SOLUS02516,SOUS00793,PRUS04784,18
SOLUS02517,SOUS02161,PRUS02102,10
SOLUS02518,SOUS01790,PRUS00035,16
SOLUS02519,SOUS07345,PRUS04884,16
SOLUS02520,SOUS04033,PRUS08359,8
SOLUS02521,SOUS07201,PRUS06217,13
SOLUS02522,SOUS07569,PRUS08890,10
SOLUS02523,SOUS03775,PRUS02373,11
SOLUS02524,SOUS06365,PRUS02511,17
SOLUS02525,SOUS03598,PRUS05762,11
SOLUS02526,SOUS07058,PRUS04999,17
SOLUS02527,SOUS03570,PRUS06168,11
SOLUS02528,SOUS03837,PRUS06133,12
SOLUS02529,SOUS01561,PRUS02388,15
SOLUS02530,SOUS01432,PRUS05138,14
SOLUS02531,SOUS05761,PRUS03984,12
SOLUS02532,SOUS00285,PRUS02512,19
SOLUS02533,SOUS05147,PRUS01485,18
SOLUS02534,SOUS03532,PRUS09919,12
SOLUS02535,SOUS04864,PRUS02531,9
SOLUS02536,SOUS02213,PRUS04650,20
SOLUS02537,SOUS01329,PRUS09735,16
SOLUS02538,SOUS01913,PRUS03959,16
SOLUS02539,SOUS07729,PRUS08462,7
SOLUS02540,SOUS08419,PRUS03582,2
SOLUS02541,SOUS00873,PRUS01236,4
SOLUS02542,SOUS00522,PRUS06629,18
SOLUS02543,SOUS00672,PRUS06907,4
SOLUS02544,SOUS00494,PRUS00860,2
SOLUS02545,SOUS00654,PRUS02165,6
SOLUS02546,SOUS05133,PRUS05707,12
SOLUS02547,SOUS06097,PRUS02407,10
SOLUS02548,SOUS05361,PRUS00136,4
SOLUS02549,SOUS09392,PRUS03928,20
SOLUS02550,SOUS09342,PRUS01239,16
SOLUS02551,SOUS08046,PRUS05839,16
SOLUS02552,SOUS01004,PRUS09982,5
SOLUS02553,SOUS01500,PRUS09415,5
SOLUS02554,SOUS06394,PRUS07169,15
SOLUS02555,SOUS08556,PRUS07399,19
SOLUS02556,SOUS07291,PRUS09450,3
SOLUS02557,SOUS00944,PRUS00567,13
SOLUS02558,SOUS05333,PRUS07200,12
SOLUS02559,SOUS08321,PRUS02891,8
SOLUS02560,SOUS00142,PRUS02916,10
SOLUS02561,SOUS05526,PRUS04607,10
SOLUS02562,SOUS09590,PRUS03543,11
SOLUS02563,SOUS01908,PRUS01713,14
SOLUS02564,SOUS06902,PRUS06333,2
SOLUS02565,SOUS04823,PRUS07036,4
SOLUS02566,SOUS00226,PRUS09074,20
SOLUS02567,SOUS03740,PRUS00054,9
SOLUS02568,SOUS02691,PRUS06492,2
SOLUS02569,SOUS04826,PRUS09595,17
SOLUS02570,SOUS02278,PRUS08137,13
SOLUS02571,SOUS00445,PRUS05489,15
SOLUS02572,SOUS02349,PRUS02017,3
SOLUS02573,SOUS08259,PRUS09176,4
SOLUS02574,SOUS07549,PRUS08815,12
SOLUS02575,SOUS01127,PRUS03249,7
SOLUS02576,SOUS00319,PRUS00199,12
SOLUS02577,SOUS04396,PRUS06478,15
SOLUS02578,SOUS00743,PRUS07560,16
SOLUS02579,SOUS01831,PRUS07866,9
SOLUS02580,SOUS03960,PRUS04832,1
SOLUS02581,SOUS01634,PRUS05927,8
SOLUS02582,SOUS04702,PRUS00758,3
SOLUS02583,SOUS06692,PRUS02356,19
SOLUS02584,SOUS09324,PRUS01489,16
SOLUS02585,SOUS02719,PRUS06311,6
SOLUS02586,SOUS08388,PRUS01388,2
SOLUS02587,SOUS05010,PRUS06776,19
SOLUS02588,SOUS05461,PRUS07153,18
SOLUS02589,SOUS02386,PRUS02617,2
SOLUS02590,SOUS09710,PRUS00795,10
SOLUS02591,SOUS07288,PRUS06692,4
SOLUS02592,SOUS05523,PRUS06973,17
SOLUS02593,SOUS01506,PRUS01107,1
SOLUS02594,SOUS04088,PRUS00429,20
SOLUS02595,SOUS01379,PRUS01146,18
SOLUS02596,SOUS09055,PRUS04016,4
SOLUS02597,SOUS07839,PRUS08991,16
SOLUS02598,SOUS05741,PRUS05297,7
SOLUS02599,SOUS08565,PRUS06566,3
SOLUS02600,SOUS02521,PRUS09342,5
SOLUS02601,SOUS08606,PRUS09737,7
SOLUS02602,SOUS00467,PRUS01997,18
SOLUS02603,SOUS07253,PRUS00659,12
SOLUS02604,SOUS05324,PRUS09296,16
SOLUS02605,SOUS02458,PRUS08943,16
SOLUS02606,SOUS09797,PRUS04009,4
SOLUS02607,SOUS02653,PRUS06193,4
SOLUS02608,SOUS01557,PRUS00124,15
SOLUS02609,SOUS00166,PRUS06258,2
SOLUS02610,SOUS08290,PRUS05126,8
SOLUS02611,SOUS00380,PRUS09989,19
SOLUS02612,SOUS06813,PRUS01686,8
SOLUS02613,SOUS07853,PRUS07801,2
SOLUS02614,SOUS05218,PRUS01096,2
SOLUS02615,SOUS01835,PRUS05875,20
SOLUS02616,SOUS02686,PRUS01062,5
SOLUS02617,SOUS02275,PRUS03485,6
SOLUS02618,SOUS06943,PRUS08454,11
SOLUS02619,SOUS04688,PRUS05746,19
SOLUS02620,SOUS05612,PRUS02949,16
SOLUS02621,SOUS02925,PRUS08723,10
SOLUS02622,SOUS06564,PRUS02025,15
SOLUS02623,SOUS06053,PRUS03004,8
SOLUS02624,SOUS04773,PRUS01670,8
SOLUS02625,SOUS04467,PRUS09523,10
SOLUS02626,SOUS04149,PRUS07877,8
SOLUS02627,SOUS01189,PRUS07952,7
SOLUS02628,SOUS00674,PRUS08858,4
SOLUS02629,SOUS07949,PRUS04948,12
SOLUS02630,SOUS07876,PRUS01619,4
SOLUS02631,SOUS03660,PRUS05460,19
SOLUS02632,SOUS09926,PRUS04258,20
SOLUS02633,SOUS00940,PRUS09530,20
SOLUS02634,SOUS05733,PRUS04014,20
SOLUS02635,SOUS08073,PRUS08643,9
SOLUS02636,SOUS05975,PRUS03591,19
SOLUS02637,SOUS07216,PRUS05371,2
SOLUS02638,SOUS02533,PRUS05186,12
SOLUS02639,SOUS02391,PRUS04545,4
SOLUS02640,SOUS06989,PRUS09861,13
SOLUS02641,SOUS08883,PRUS01770,5
SOLUS02642,SOUS05404,PRUS02636,15
SOLUS02643,SOUS06685,PRUS06495,10
SOLUS02644,SOUS06348,PRUS05307,1
SOLUS02645,SOUS08934,PRUS06852,18
SOLUS02646,SOUS06860,PRUS03139,17
SOLUS02647,SOUS03362,PRUS01261,17
SOLUS02648,SOUS05315,PRUS06907,3
SOLUS02649,SOUS09850,PRUS03779,10
SOLUS02650,SOUS02396,PRUS06034,12
SOLUS02651,SOUS05021,PRUS04739,1
SOLUS02652,SOUS05205,PRUS02955,20
SOLUS02653,SOUS03586,PRUS00655,2
SOLUS02654,SOUS09572,PRUS07219,12
SOLUS02655,SOUS01783,PRUS00396,18
SOLUS02656,SOUS04719,PRUS06998,2
SOLUS02657,SOUS04834,PRUS02135,16
SOLUS02658,SOUS06867,PRUS07970,14
SOLUS02659,SOUS09228,PRUS03068,3
SOLUS02660,SOUS07306,PRUS02989,19
SOLUS02661,SOUS03786,PRUS01894,10
SOLUS02662,SOUS08165,PRUS00237,18
SOLUS02663,SOUS07874,PRUS08270,15
SOLUS02664,SOUS07306,PRUS00751,2
SOLUS02665,SOUS09464,PRUS02863,19
SOLUS02666,SOUS00026,PRUS07156,16
SOLUS02667,SOUS00188,PRUS00857,17
SOLUS02668,SOUS02349,PRUS01463,17
SOLUS02669,SOUS06982,PRUS01221,16
SOLUS02670,SOUS08894,PRUS01484,18
SOLUS02671,SOUS00024,PRUS03880,11
SOLUS02672,SOUS08514,PRUS00896,12
SOLUS02673,SOUS03956,PRUS04063,20
SOLUS02674,SOUS03705,PRUS08065,15
SOLUS02675,SOUS00417,PRUS08064,15
SOLUS02676,SOUS06971,PRUS04631,13
SOLUS02677,SOUS02043,PRUS05512,18
SOLUS02678,SOUS01739,PRUS02739,19
SOLUS02679,SOUS03090,PRUS03150,14
SOLUS02680,SOUS00489,PRUS05779,18
SOLUS02681,SOUS00518,PRUS08567,7
SOLUS02682,SOUS07764,PRUS07706,12
SOLUS02683,SOUS09169,PRUS00974,18
SOLUS02684,SOUS07671,PRUS09407,15
SOLUS02685,SOUS07890,PRUS09015,16
SOLUS02686,SOUS01906,PRUS04600,9
SOLUS02687,SOUS06993,PRUS03062,15
SOLUS02688,SOUS01064,PRUS07012,18
SOLUS02689,SOUS04710,PRUS04013,9
SOLUS02690,SOUS07507,PRUS05520,8
SOLUS02691,SOUS07893,PRUS01051,9
SOLUS02692,SOUS07966,PRUS09361,3
SOLUS02693,SOUS01619,PRUS06471,15
SOLUS02694,SOUS04633,PRUS05861,13
SOLUS02695,SOUS09406,PRUS06733,10
SOLUS02696,SOUS06497,PRUS00326,3
SOLUS02697,SOUS06568,PRUS00970,2
SOLUS02698,SOUS04231,PRUS04816,7
SOLUS02699,SOUS05763,PRUS01665,15
SOLUS02700,SOUS04226,PRUS00701,1
SOLUS02701,SOUS04502,PRUS02899,16
SOLUS02702,SOUS07442,PRUS02955,11
SOLUS02703,SOUS08255,PRUS01090,7
SOLUS02704,SOUS05761,PRUS02234,14
SOLUS02705,SOUS06210,PRUS01056,15
SOLUS02706,SOUS07790,PRUS04403,11
SOLUS02707,SOUS01473,PRUS07563,8
SOLUS02708,SOUS03336,PRUS03273,10
SOLUS02709,SOUS02186,PRUS05567,13
SOLUS02710,SOUS02704,PRUS02223,20
SOLUS02711,SOUS09003,PRUS05104,12
SOLUS02712,SOUS08697,PRUS06996,12
SOLUS02713,SOUS05986,PRUS06884,12
SOLUS02714,SOUS02073,PRUS01340,8
SOLUS02715,SOUS03708,PRUS05377,10
SOLUS02716,SOUS03160,PRUS03011,8
SOLUS02717,SOUS09815,PRUS01823,15
SOLUS02718,SOUS00476,PRUS05748,1
SOLUS02719,SOUS05620,PRUS00989,9
SOLUS02720,SOUS03862,PRUS03756,1
SOLUS02721,SOUS06458,PRUS07596,8
SOLUS02722,SOUS04486,PRUS06467,20
SOLUS02723,SOUS00571,PRUS01176,13
SOLUS02724,SOUS05504,PRUS00895,18
SOLUS02725,SOUS04730,PRUS00588,20
SOLUS02726,SOUS09887,PRUS05197,1
SOLUS02727,SOUS01772,PRUS07419,7
SOLUS02728,SOUS04450,PRUS03124,20
SOLUS02729,SOUS05105,PRUS04967,16
SOLUS02730,SOUS06244,PRUS00701,10
SOLUS02731,SOUS05348,PRUS09852,17
SOLUS02732,SOUS01070,PRUS09797,14
SOLUS02733,SOUS02274,PRUS03482,13
SOLUS02734,SOUS08266,PRUS04272,15
SOLUS02735,SOUS07272,PRUS04150,10
SOLUS02736,SOUS05525,PRUS03183,1
SOLUS02737,SOUS01377,PRUS01264,4
SOLUS02738,SOUS08454,PRUS06039,3
SOLUS02739,SOUS04201,PRUS05575,10
SOLUS02740,SOUS00953,PRUS02722,11
SOLUS02741,SOUS06167,PRUS02624,18
SOLUS02742,SOUS04799,PRUS04274,19
SOLUS02743,SOUS06506,PRUS04298,20
SOLUS02744,SOUS01185,PRUS03430,7
SOLUS02745,SOUS07869,PRUS05818,12
SOLUS02746,SOUS05860,PRUS05253,18
SOLUS02747,SOUS09356,PRUS02115,6
SOLUS02748,SOUS02581,PRUS05425,4
SOLUS02749,SOUS09902,PRUS09740,1
SOLUS02750,SOUS06096,PRUS08251,3
SOLUS02751,SOUS03645,PRUS04100,14
SOLUS02752,SOUS04200,PRUS02381,16
SOLUS02753,SOUS00810,PRUS00829,14
SOLUS02754,SOUS07460,PRUS09358,16
SOLUS02755,SOUS04630,PRUS00278,12
SOLUS02756,SOUS02242,PRUS02985,14
SOLUS02757,SOUS06703,PRUS08730,1
SOLUS02758,SOUS02957,PRUS04447,5
SOLUS02759,SOUS05340,PRUS01858,14
SOLUS02760,SOUS08090,PRUS08793,16
SOLUS02761,SOUS07475,PRUS01719,11
SOLUS02762,SOUS04857,PRUS06142,4
SOLUS02763,SOUS09570,PRUS04381,1
SOLUS02764,SOUS03267,PRUS01747,9
SOLUS02765,SOUS03514,PRUS00280,6
SOLUS02766,SOUS01933,PRUS02939,5
SOLUS02767,SOUS04325,PRUS09807,8
SOLUS02768,SOUS09842,PRUS01804,18
SOLUS02769,SOUS01301,PRUS00651,9
SOLUS02770,SOUS06986,PRUS03077,4
SOLUS02771,SOUS03727,PRUS02497,17
SOLUS02772,SOUS09519,PRUS04096,13
SOLUS02773,SOUS06734,PRUS00409,7
SOLUS02774,SOUS00859,PRUS09590,6
SOLUS02775,SOUS02421,PRUS04807,3
SOLUS02776,SOUS00141,PRUS04725,6
SOLUS02777,SOUS03734,PRUS07697,6
SOLUS02778,SOUS03519,PRUS07953,2
SOLUS02779,SOUS08526,PRUS03676,6
SOLUS02780,SOUS04670,PRUS02860,13
SOLUS02781,SOUS07375,PRUS03753,4
SOLUS02782,SOUS06352,PRUS04350,1
SOLUS02783,SOUS02100,PRUS03331,19
SOLUS02784,SOUS01785,PRUS06633,3
SOLUS02785,SOUS02728,PRUS01504,13
SOLUS02786,SOUS08109,PRUS01539,15
SOLUS02787,SOUS09749,PRUS05713,6
SOLUS02788,SOUS07483,PRUS04183,10
SOLUS02789,SOUS02421,PRUS02481,13
SOLUS02790,SOUS09202,PRUS06829,18
SOLUS02791,SOUS02973,PRUS07788,20
SOLUS02792,SOUS03881,PRUS04972,14
SOLUS02793,SOUS09710,PRUS08796,19
SOLUS02794,SOUS05168,PRUS07368,4
SOLUS02795,SOUS02689,PRUS00611,10
SOLUS02796,SOUS02666,PRUS04514,4
SOLUS02797,SOUS01257,PRUS08398,7
SOLUS02798,SOUS01477,PRUS02482,11
SOLUS02799,SOUS04434,PRUS05567,19
SOLUS02800,SOUS01829,PRUS04791,5
SOLUS02801,SOUS03581,PRUS07748,18
SOLUS02802,SOUS05017,PRUS08628,1
SOLUS02803,SOUS05137,PRUS07174,5
SOLUS02804,SOUS00831,PRUS00864,2
SOLUS02805,SOUS02017,PRUS02221,9
SOLUS02806,SOUS00201,PRUS04788,5
SOLUS02807,SOUS00198,PRUS06363,16
SOLUS02808,SOUS07907,PRUS04195,4
SOLUS02809,SOUS07160,PRUS04927,13
SOLUS02810,SOUS03473,PRUS04991,9
SOLUS02811,SOUS00713,PRUS04963,8
SOLUS02812,SOUS06122,PRUS07988,13
SOLUS02813,SOUS03890,PRUS02677,11
SOLUS02814,SOUS02576,PRUS08346,4
SOLUS02815,SOUS07657,PRUS09111,3
SOLUS02816,SOUS04799,PRUS08685,18
SOLUS02817,SOUS02583,PRUS06086,15
SOLUS02818,SOUS03374,PRUS07776,13
SOLUS02819,SOUS00134,PRUS03221,3
SOLUS02820,SOUS09889,PRUS01152,2
SOLUS02821,SOUS04050,PRUS05979,3
SOLUS02822,SOUS01543,PRUS02927,1
SOLUS02823,SOUS09733,PRUS07552,2
SOLUS02824,SOUS08958,PRUS04698,19
SOLUS02825,SOUS04496,PRUS03984,20
SOLUS02826,SOUS08045,PRUS03149,17
SOLUS02827,SOUS08660,PRUS08161,16
SOLUS02828,SOUS06148,PRUS05208,8
SOLUS02829,SOUS01107,PRUS07155,8
SOLUS02830,SOUS07505,PRUS09431,18
SOLUS02831,SOUS05537,PRUS00617,11
SOLUS02832,SOUS06935,PRUS08102,16
SOLUS02833,SOUS04617,PRUS00372,20
SOLUS02834,SOUS02202,PRUS00272,19
SOLUS02835,SOUS03824,PRUS01320,2
SOLUS02836,SOUS03499,PRUS01902,15
SOLUS02837,SOUS06181,PRUS07876,2
SOLUS02838,SOUS05751,PRUS05538,11
SOLUS02839,SOUS05745,PRUS07328,12
SOLUS02840,SOUS04639,PRUS03604,5
SOLUS02841,SOUS01623,PRUS06807,10
SOLUS02842,SOUS00851,PRUS08122,6
SOLUS02843,SOUS01380,PRUS07413,10
SOLUS02844,SOUS03299,PRUS09900,20
SOLUS02845,SOUS06960,PRUS05938,17
SOLUS02846,SOUS01626,PRUS08140,18
SOLUS02847,SOUS04592,PRUS08150,6
SOLUS02848,SOUS03665,PRUS01038,20
SOLUS02849,SOUS03132,PRUS03234,16
SOLUS02850,SOUS08512,PRUS07218,8
SOLUS02851,SOUS00072,PRUS05862,8
SOLUS02852,SOUS09020,PRUS09452,7
SOLUS02853,SOUS01666,PRUS03391,3
SOLUS02854,SOUS09750,PRUS04337,10
SOLUS02855,SOUS06533,PRUS07063,3
SOLUS02856,SOUS01669,PRUS03283,14
SOLUS02857,SOUS06610,PRUS01181,1
SOLUS02858,SOUS02721,PRUS00642,5
SOLUS02859,SOUS08183,PRUS04394,2
SOLUS02860,SOUS03857,PRUS06565,14
SOLUS02861,SOUS00970,PRUS01560,14
SOLUS02862,SOUS04028,PRUS09774,9
SOLUS02863,SOUS01340,PRUS06243,3
SOLUS02864,SOUS08143,PRUS03164,20
SOLUS02865,SOUS02319,PRUS01758,19
SOLUS02866,SOUS01654,PRUS02331,19
SOLUS02867,SOUS08662,PRUS04622,14
SOLUS02868,SOUS09844,PRUS05478,18
SOLUS02869,SOUS04828,PRUS07598,6
SOLUS02870,SOUS09679,PRUS04683,15
SOLUS02871,SOUS05651,PRUS07485,9
SOLUS02872,SOUS07047,PRUS01233,12
SOLUS02873,SOUS02179,PRUS01077,7
SOLUS02874,SOUS00286,PRUS00986,14
SOLUS02875,SOUS01277,PRUS07652,19
SOLUS02876,SOUS04826,PRUS01283,15
SOLUS02877,SOUS00059,PRUS03071,12
SOLUS02878,SOUS05956,PRUS06640,18
SOLUS02879,SOUS07895,PRUS06829,19
SOLUS02880,SOUS01382,PRUS08144,12
SOLUS02881,SOUS01313,PRUS05771,17
SOLUS02882,SOUS04599,PRUS08946,20
SOLUS02883,SOUS09337,PRUS00560,1
SOLUS02884,SOUS06892,PRUS01967,8
SOLUS02885,SOUS03497,PRUS06476,8
SOLUS02886,SOUS05036,PRUS05076,15
SOLUS02887,SOUS06589,PRUS05574,10
SOLUS02888,SOUS08056,PRUS09048,18
SOLUS02889,SOUS00389,PRUS09918,11
SOLUS02890,SOUS05549,PRUS03099,11
SOLUS02891,SOUS01546,PRUS05739,19
SOLUS02892,SOUS07752,PRUS05601,14
SOLUS02893,SOUS03553,PRUS05574,3
SOLUS02894,SOUS03552,PRUS01677,17
SOLUS02895,SOUS06218,PRUS09588,11
SOLUS02896,SOUS08519,PRUS04518,11
SOLUS02897,SOUS09454,PRUS04952,18
SOLUS02898,SOUS03035,PRUS03754,14
SOLUS02899,SOUS08827,PRUS04860,10
SOLUS02900,SOUS05135,PRUS03503,19
SOLUS02901,SOUS00962,PRUS05502,11
SOLUS02902,SOUS07273,PRUS07093,4
SOLUS02903,SOUS01524,PRUS01268,18
SOLUS02904,SOUS00550,PRUS01383,3
SOLUS02905,SOUS05502,PRUS09753,8
SOLUS02906,SOUS09475,PRUS04591,6
SOLUS02907,SOUS01146,PRUS08214,19
SOLUS02908,SOUS04922,PRUS07683,9
SOLUS02909,SOUS08422,PRUS05653,13
SOLUS02910,SOUS00932,PRUS02674,15
SOLUS02911,SOUS05472,PRUS04610,12
SOLUS02912,SOUS01541,PRUS05777,13
SOLUS02913,SOUS00308,PRUS00210,13
SOLUS02914,SOUS01278,PRUS03887,3
SOLUS02915,SOUS06248,PRUS09766,6
SOLUS02916,SOUS08206,PRUS01269,14
SOLUS02917,SOUS09128,PRUS04578,2
SOLUS02918,SOUS02675,PRUS03017,8
SOLUS02919,SOUS03979,PRUS07422,7
SOLUS02920,SOUS05568,PRUS05480,13
SOLUS02921,SOUS09038,PRUS05367,12
SOLUS02922,SOUS00458,PRUS07051,17
SOLUS02923,SOUS01721,PRUS08813,13
SOLUS02924,SOUS00785,PRUS06369,1
SOLUS02925,SOUS08416,PRUS02586,19
SOLUS02926,SOUS01340,PRUS07910,19
SOLUS02927,SOUS00633,PRUS00456,17
SOLUS02928,SOUS05584,PRUS06786,2
SOLUS02929,SOUS01305,PRUS02456,13
SOLUS02930,SOUS02237,PRUS01111,13
SOLUS02931,SOUS06902,PRUS00414,14
SOLUS02932,SOUS04121,PRUS04452,5
SOLUS02933,SOUS07914,PRUS09109,2
SOLUS02934,SOUS09773,PRUS03036,19
SOLUS02935,SOUS04122,PRUS00304,19
SOLUS02936,SOUS01249,PRUS03455,7
SOLUS02937,SOUS01557,PRUS03217,11
SOLUS02938,SOUS08519,PRUS04524,4
SOLUS02939,SOUS06803,PRUS06109,13
SOLUS02940,SOUS02012,PRUS03850,19
SOLUS02941,SOUS02295,PRUS06310,20
SOLUS02942,SOUS06114,PRUS04726,9
SOLUS02943,SOUS09113,PRUS04603,17
SOLUS02944,SOUS00124,PRUS06828,18
SOLUS02945,SOUS08506,PRUS04034,5
SOLUS02946,SOUS01892,PRUS00478,1
SOLUS02947,SOUS08143,PRUS00342,12
SOLUS02948,SOUS08669,PRUS09525,7
SOLUS02949,SOUS05053,PRUS07163,4
SOLUS02950,SOUS02831,PRUS03534,20
SOLUS02951,SOUS08633,PRUS02759,4
SOLUS02952,SOUS00997,PRUS02676,12
SOLUS02953,SOUS01650,PRUS03675,19
SOLUS02954,SOUS01489,PRUS07715,6
SOLUS02955,SOUS04684,PRUS01814,16
SOLUS02956,SOUS02376,PRUS00985,6
SOLUS02957,SOUS02514,PRUS02905,14
SOLUS02958,SOUS05062,PRUS03976,16
SOLUS02959,SOUS02756,PRUS01440,6
SOLUS02960,SOUS01798,PRUS00900,11
SOLUS02961,SOUS07496,PRUS04300,8
SOLUS02962,SOUS04325,PRUS09349,15
SOLUS02963,SOUS07932,PRUS09216,4
SOLUS02964,SOUS03939,PRUS04448,3
SOLUS02965,SOUS07889,PRUS03553,9
SOLUS02966,SOUS07884,PRUS09363,3
SOLUS02967,SOUS03609,PRUS03076,18
SOLUS02968,SOUS09637,PRUS00377,8
SOLUS02969,SOUS08038,PRUS08234,16
SOLUS02970,SOUS06069,PRUS09598,12
SOLUS02971,SOUS02806,PRUS02702,19
SOLUS02972,SOUS00175,PRUS07265,2
SOLUS02973,SOUS08403,PRUS09828,8
SOLUS02974,SOUS09280,PRUS08405,16
SOLUS02975,SOUS07944,PRUS00196,6
SOLUS02976,SOUS00877,PRUS09317,18
SOLUS02977,SOUS01476,PRUS09515,3
SOLUS02978,SOUS07826,PRUS00320,18
SOLUS02979,SOUS00452,PRUS08551,20
SOLUS02980,SOUS05925,PRUS02332,19
SOLUS02981,SOUS02633,PRUS08013,18
SOLUS02982,SOUS06597,PRUS08195,9
SOLUS02983,SOUS05289,PRUS05329,2
SOLUS02984,SOUS00116,PRUS03539,18
SOLUS02985,SOUS03778,PRUS00009,7
SOLUS02986,SOUS03440,PRUS09349,6
SOLUS02987,SOUS05741,PRUS08752,14
SOLUS02988,SOUS00079,PRUS02280,13
SOLUS02989,SOUS01811,PRUS06348,5
SOLUS02990,SOUS09910,PRUS08696,1
